,Count,priority,issuetype,is_assigned,comment_count,link_count,affect_count,fix_count,has_priority_change,has_desc_change,has_fix_change,reporter_rep,assignee_workload
22490,1,3,7,*0,  3, 0, 0, 1,0,0, 1,0.52380952, 7
22572,1,3,1,*0,  7, 0, 0, 0,0,0, 1,0.82716049,13
22779,2,3,*2,1,  8, 1, 0, 2,1,0, 1,*0.14285714, 2
22780,1,5,*2,1,  5, 0, 0, 3,0,0, 1,0.89032258,18
22781,1,5,*2,1,  7, 0, 0, 3,0,0, 1,0.89032258,18
22782,2,*5,*2,1,  7, 0, 0, 3,0,0, 1,0.87974684,18
22783,1,5,*2,1,  7, 0, 0, 3,0,0, 1,0.89308176,18
22785,1,5,*2,1,  7, 0, 0, 3,0,0, 3,0.89308176,18
22831,1,4,7,1, 24, 0, 1, 3,0,0, 3,*0.13043478, 1
22998,1,*5,4,1,  4, 0, 0, 1,0,0, 1,0.69078947,12
23055,1,4,*6,1,  5, 0, 0, 2,0,0, 0,0.71241830,12
23057,1,3,*2,1,  1, 0, 1, 1,0,0, 0,0.71428571,92
23167,2,4,4,1,  9, 1, 1, 3,0,*1, 1,0.58333333,* 1
23277,1,3,*2,1, 33, 0, 1, 3,0,0, 3,0.60000000, 4
23427,1,2,1,*0, 45, 0, 1, 0,1,0, 3,0.71590909,27
23827,1,4,7,1,  9, 0, 1, 2,0,0, 1,*0.08695652, 1
24086,1,3,*2,1,  9, 0, 2, 2,0,0, 1,0.63636364, 6
24189,1,4,*2,1, 27, 0, 1, 2,0,0, 1,0.33333333, 2
24220,2,*4,1,1, 27,* 1, 1, 3,0,0, 3,0.90000000, 3
24227,1,4,*2,1,  4, 0, 2, 2,0,0, 1,0.44444444, 6
24274,1,3,7,1, 51, 0, 2, 4,0,0,*12,0.92481203, 3
24277,2,3,*7,1, 51, 0, 2, 6,0,0,*15,0.92481203, 3
24279,1,3,7,1, 52, 0, 2, 3,0,0,*17,0.92481203, 3
24281,1,3,7,1, 52, 0, 2, 3,0,0,*18,0.92481203, 3
24282,1,3,7,1, 52, 0, 2, 3,0,0,*19,0.92481203, 3
24284,1,3,7,1, 52, 0, 2, 3,0,0,*20,0.91407407, 3
24296,1,3,7,1, 78, 1, 2, 3,0,0,*24,0.91407407, 2
24298,1,3,7,1, 78, 1, 2, 3,0,0,*26,0.91407407, 2
24299,2,3,7,1, 78, 1, 2,* 3,0,0,*27,0.91407407, 2
24305,1,3,7,1, 93, 1, 2, 2,0,0,*28,0.90337494,21
24357,1,3,*2,1,  1, 0, 2, 0,0,0, 0,0.63636364, 6
24392,1,5,*6,1, 11, 0, 0, 2,1,0, 4,0.83333333,11
24574,1,3,*2,1,  9, 3, 0, 1,0,0, 0,0.87085515, 7
25070,1,3,7,*0,  1, 0, 0, 0,0,0, 1,0.90310078,27
25488,1,3,*2,1,  7, 1, 0, 2,0,0, 1,0.66666667, 1
25564,2,3,7,*0, 12, 0, 2, 0,0,0,*12,0.72727273, 1
25567,1,3,1,1, 26, 0,* 1, 3,0,0, 1,0.84065934,18
25657,1,3,7,*0, 23, 0, 1, 0,0,0, 1,0.86178862,30
25687,1,3,*2,1, 18, 1, 0, 2,0,0, 1,0.90513834,17
25733,1,3,4,1,  7, 0, 0, 1,0,0, 1,*0.22222222, 1
25750,1,3,7,*0,  4, 0, 1, 0,0,0, 1,0.86178862,30
25803,1,4,*6,1,  3, 0, 1, 0,1,1, 0,0.89018303,17
26008,1,3,*6,1,  4, 0, 0, 0,0,0, 0,0.58108108,11
26171,1,4,*2,1,  1, 0, 1, 1,0,0, 0,0.50000000,92
26230,1,3,*6,1, 13, 0, 2, 2,0,0, 1,0.71875000,12
26233,1,3,*6,1, 23, 0, 2, 2,0,0, 1,0.73170732,12
26415,1,*5,4,1,  8, 0, 0, 1,0,0, 1,0.57142857, 2
26423,1,4,4,1,  7, 0, 0, 2,1,*2, 1,0.83290816,11
26477,1,3,7,*0, 30, 0, 0, 0,0,1, 2,0.87600000,30
26511,1,4,*2,1,  6, 0, 0, 3,0,0, 2,0.62686567,17
26597,1,3,*6,1,  7, 0, 0, 3,0,0, 1,0.83520599,26
26743,1,4,*6,1,  6, 0, 2, 2,0,0, 0,0.88819876,19
27049,1,*5,4,1,  4, 0, 0, 2,0,0, 1,0.57142857, 3
27518,1,3,1,*0, 13, 1, 2, 4,0,1, 0,0.40000000, 5
27521,1,3,1,*0, 13, 1, 2, 0,0,1, 2,0.60000000, 5
27522,1,3,1,*0, 13, 1, 2, 0,0,1, 2,0.60000000, 5
27696,1,3,*2,1,  8, 0, 1, 0,0,0, 2,0.86764706,14
27706,1,3,1,1,  2, 0, 1, 1,0,0, 0,*0.20000000, 3
27772,6,*4,*1,1, 39, 0,* 1, 3,*1,*1, 2,0.83952452,* 8
27775,1,5,1,1, 46, 0, 1, 3,*2,1, 3,0.83952452, 7
27781,4,*3,*1,1, 62,* 0,* 1, 3,0,0, 2,0.88927336, 4
28065,1,4,*6,1,  3, 0, 0, 3,0,0, 1,0.71929825,13
28066,1,4,*6,1,  8, 0, 0, 3,0,0, 1,0.73099415,13
28547,1,1,4,1, 77,*12, 0, 1,0,0, 0,0.84090909, 6
28594,1,4,*2,1, 12, 0, 3, 3,0,0, 1,0.55555556, 4
28686,1,3,7,1,  1, 0, 0, 0,0,*2, 0,0.50000000, 9
28799,1,4,7,1,  9, 0, 0, 0,0,0, 0,*0.02857143, 8
29122,1,4,7,*0,  4, 0, 0, 0,0,0, 0,0.61674009,12
29233,1,5,1,*0,  1, 0, 0, 3,1,0, 3,0.85065886, 8
29235,1,5,1,*0,  2, 0, 0, 0,1,0, 5,0.85065886, 8
29347,2,3,*7,1,  8,* 1, 0, 1,0,0, 1,0.88965517, 5
29348,1,3,7,*0, 12, 1, 0, 0,0,0, 2,0.88965517, 5
29351,1,3,1,*0,  4, 1, 0, 0,0,1, 2,0.83875740, 1
29372,1,3,*6,1,  9, 0, 0, 3,0,0, 0,0.83882784,26
29409,1,3,*6,1, 17, 0, 0, 2,0,0, 1,0.84504505,19
29733,1,3,4,1, 20, 0, 0, 1,0,*2, 1,0.33333333, 1
29819,1,3,4,1, 44, 0, 1, 3,0,*2, 4,0.59090909, 3
29956,1,3,4,*0,  4, 2, 1, 1,0,0, 1,0.33333333, 6
29965,1,1,1,*0,  3, 2, 1, 1,0,0, 0,0.60714286,18
30271,1,2,*6,1, 52, 0, 1, 2,1,0, 1,0.75144509, 2
30558,1,4,*2,1,  5, 0, 0, 0,0,0, 0,0.62500000, 3
30569,3,*4,1,1, 24, 0,* 2, 3,0,0, 1,*0.90476190, 3
30689,1,3,*2,1, 13, 0, 3, 5,0,1, 1,0.77738516, 8
30747,1,3,1,1, 11, 0, 2, 2,0,*3, 1,0.50000000, 1
30822,1,3,*2,1, 47, 1, 0, 1,0,0, 1,0.57142857,14
30823,1,4,*6,1,  4, 0, 0, 1,0,0, 0,0.84534271,20
30843,1,4,*6,1,  1, 0, 0, 0,0,0, 0,0.87775891,20
30918,1,3,*2,1, 31, 2, 0, 4,0,1, 2,0.84861718, 5
31001,1,3,*7,1,  4, 0, 2, 4,0,0, 0,0.61111111, 6
31051,1,3,7,1, 38, 0, 2, 4,0,0,*13,0.51898734,17
31055,1,3,1,1, 10, 0, 2, 3,0,1, 1,*0.16666667, 1
