issuekey	days	death	priority	issuetype	reporterrep	no_fixversion	no_issuelink	no_affectversion
JENA-334	843	1	4	1	1.0	1	0	1
JENA-34	1461	1	4	1	1.0	1	0	0
JENA-340	828	1	3	1	3.0	1	1	1
JENA-35	1461	1	3	1	1.0	1	0	0
JENA-354	798	1	3	1	1.0	1	0	1
JENA-363	782	1	3	1	1.0	1	0	1
JENA-37	1460	1	3	2	1.0	1	0	0
JENA-372	773	1	3	5	1.0	1	0	2
JENA-373	771	1	3	5	1.0	1	1	1
JENA-376	755	1	4	1	1.0	1	0	1
JENA-377	0	1	4	1	1.0	1	0	1
JENA-378	752	1	3	1	3.0	1	0	0
JENA-381	750	1	3	1	1.0	1	0	2
JENA-385	740	1	3	1	1.0	1	0	1
JENA-39	1459	1	3	1	1.0	1	0	0
JENA-390	721	1	4	1	1.0	1	0	0
JENA-391	721	1	4	1	1.0	1	0	0
JENA-393	720	1	3	1	2.0	1	0	1
JENA-395	716	1	4	1	3.0	1	0	0
JENA-397	714	1	3	1	2.0	1	0	1
JENA-399	709	1	3	1	1.0	1	0	1
JENA-40	1459	1	3	1	1.0	1	0	0
JENA-409	698	1	4	1	1.0	1	0	0
JENA-41	1456	1	3	2	2.0	1	0	0
JENA-414	684	1	4	1	3.0	1	1	1
JENA-42	1454	1	4	1	1.0	1	0	0
JENA-421	679	1	4	1	3.0	1	0	1
JENA-425	677	1	4	3	2.0	1	0	0
JENA-427	676	1	3	4	3.0	1	1	0
JENA-43	1417	1	3	4	1.0	1	0	0
JENA-430	668	1	3	1	1.0	1	0	1
JENA-436	84	1	4	4	1.0	1	1	1
JENA-437	0	1	3	1	3.0	1	0	1
JENA-439	6	1	3	1	3.0	1	0	1
JENA-44	1453	1	4	2	1.0	1	4	0
JENA-440	654	1	3	1	3.0	1	0	1
JENA-441	6	1	4	4	1.0	1	1	1
JENA-442	6	1	4	4	1.0	1	0	0
JENA-45	1453	1	3	2	1.0	1	3	0
JENA-47	1447	1	3	5	3.0	1	0	0
JENA-48	1447	1	4	5	3.0	1	0	0
JENA-49	1447	1	4	5	3.0	1	0	0
JENA-5	1515	1	3	1	1.0	1	0	0
JENA-50	1441	1	4	1	1.0	1	0	0
JENA-52	1434	1	3	1	1.0	1	0	0
JENA-525	0	1	3	1	3.0	1	1	1
JENA-53	1426	1	3	1	4.0	1	0	0
JENA-54	1412	1	3	1	4.0	1	0	0
JENA-55	1412	1	3	1	4.0	1	0	0
JENA-59	1385	1	3	1	4.0	1	0	0
JENA-60	1385	1	3	1	4.0	1	0	0
JENA-619	87	1	3	4	3.0	1	1	0
JENA-62	1369	1	3	5	2.0	1	1	0
JENA-620	1	1	3	1	3.0	1	0	1
JENA-621	4	1	4	1	3.0	1	1	1
JENA-65	1356	1	3	4	1.0	1	0	0
JENA-66	1349	1	5	4	1.0	1	0	0
JENA-685	0	1	4	4	3.0	1	2	0
JENA-69	1346	1	3	2	1.0	1	1	0
JENA-7	1514	1	4	1	1.0	1	0	0
JENA-72	1336	1	3	1	1.0	1	1	0
JENA-74	1318	1	4	4	1.0	1	0	0
JENA-76	1316	1	3	1	4.0	1	0	0
JENA-77	1316	1	3	1	4.0	1	0	0
JENA-78	1314	1	4	4	1.0	1	0	0
JENA-79	1312	1	3	1	1.0	1	0	0
JENA-81	1294	1	4	1	4.0	1	0	0
JENA-82	1293	1	3	1	1.0	1	0	0
JENA-83	1293	1	5	4	1.0	1	0	0
JENA-85	1278	1	3	2	2.0	1	2	0
JENA-86	1275	1	2	1	1.0	1	0	0
JENA-87	1275	1	5	1	1.0	1	0	0
JENA-88	1273	1	3	1	4.0	1	0	0
JENA-89	1273	1	4	4	2.0	1	3	0
JENA-9	1511	1	3	3	1.0	1	0	0
JENA-90	1273	1	5	4	2.0	1	2	0
JENA-91	1272	1	2	1	1.0	1	4	0
JENA-92	1272	1	3	1	1.0	1	0	0
JENA-94	1270	1	5	2	2.0	1	0	0
JENA-95	1269	1	2	1	1.0	1	0	0
JENA-96	1268	1	2	1	1.0	1	1	0
JENA-97	1268	1	3	1	1.0	1	1	0
JENA-98	1268	1	4	4	4.0	1	0	0
JENA-99	1265	1	3	2	1.0	1	3	0
JS1-451	0	1	4	1	1.0	2	0	0
JS1-465	0	1	4	4	1.0	1	0	1
JS1-542	0	1	3	2	2.0	1	0	1
JS2-1197	1699	1	3	1	4.0	1	0	1
JS2-1232	114	1	3	2	4.0	1	0	1
JS2-1264	0	1	4	4	4.0	1	0	1
JS2-1281	7	1	3	4	1.0	2	0	2
JS2-129	63	1	3	2	1.0	1	0	0
JS2-1290	179	1	3	4	4.0	1	0	1
JS2-1292	179	1	3	4	4.0	1	0	1
JS2-1295	160	1	4	4	4.0	2	0	0
JS2-1296	58	1	3	1	4.0	1	0	1
JS2-1297	42	1	3	1	4.0	2	0	1
JS2-1299	8	1	3	1	4.0	2	1	2
JS2-1300	190	1	3	1	4.0	1	0	1
JS2-1308	0	1	3	1	4.0	2	0	2
JS2-1309	0	1	4	4	2.0	1	0	1
JS2-1310	2	1	3	4	4.0	1	0	1
JS2-1311	0	1	3	4	4.0	2	0	1
JS2-1314	0	1	3	2	4.0	1	0	1
JS2-1315	0	1	3	2	4.0	1	0	1
JS2-1316	0	1	3	2	4.0	1	0	1
JS2-1317	0	1	3	2	4.0	1	0	1
JS2-1318	2	1	3	2	4.0	1	0	1
JS2-1319	6	1	3	1	4.0	1	0	1
JS2-1320	72	1	3	1	4.0	1	0	1
JS2-1324	6	1	3	4	4.0	1	0	1
JS2-1325	42	1	3	4	4.0	1	0	1
JS2-1331	14	1	3	2	4.0	1	0	1
JS2-1339	0	1	3	1	4.0	1	0	1
JS2-1340	0	1	4	4	4.0	1	0	1
JS2-1341	1	1	3	2	4.0	1	0	1
JS2-1349	1	1	3	2	4.0	1	0	1
JS2-1350	0	1	3	1	4.0	1	0	1
JS2-153	369	1	3	2	1.0	1	0	1
JS2-230	12	1	3	2	2.0	1	0	1
JS2-360	73	1	3	3	3.0	1	0	2
JS2-361	523	1	3	3	3.0	1	0	1
JS2-362	62	1	3	3	3.0	1	0	1
JS2-386	43	1	3	3	3.0	1	1	1
JS2-387	41	1	3	2	3.0	1	0	1
JS2-395	32	1	3	2	4.0	1	1	1
JS2-397	1060	1	3	4	2.0	1	0	0
JS2-466	0	1	3	2	3.0	2	0	1
JS2-514	346	1	4	2	3.0	2	0	1
JS2-559	4	1	4	2	4.0	2	0	1
JS2-560	802	1	3	4	4.0	1	0	1
JS2-83	972	1	3	3	2.0	1	1	1
JS2-853	0	1	4	2	4.0	1	0	1
JS2-874	2172	1	3	4	2.0	1	0	1
JSPWIKI-116	0	1	3	1	1.0	1	0	2
JSPWIKI-382	1986	1	3	3	1.0	1	1	0
JSPWIKI-396	2872	1	4	1	1.0	1	3	1
JSPWIKI-432	1933	1	3	4	1.0	1	0	1
JSPWIKI-439	1509	1	4	3	1.0	1	0	2
JSPWIKI-443	1921	1	4	2	1.0	1	0	0
JSPWIKI-451	1147	1	5	3	1.0	3	0	1
JSPWIKI-486	1191	1	4	1	1.0	1	0	2
JSPWIKI-535	1830	1	4	1	1.0	1	0	2
JSPWIKI-541	1504	1	3	3	1.0	1	1	1
JSPWIKI-543	1565	1	3	3	1.0	1	4	0
JSPWIKI-588	1562	1	1	3	1.0	1	0	1
JSPWIKI-589	889	1	3	3	1.0	3	0	1
JSPWIKI-736	12	1	5	1	1.0	1	0	1
JSPWIKI-737	0	1	3	1	1.0	1	0	1
JUDDI-111	32	1	4	1	4.0	1	0	1
JUDDI-197	1839	1	3	3	1.0	1	0	0
JUDDI-198	1839	1	3	3	1.0	1	1	0
JUDDI-237	1501	1	4	4	1.0	1	0	0
JUDDI-241	2090	1	3	3	1.0	1	4	0
JUDDI-242	2043	1	2	1	1.0	1	3	0
JUDDI-246	1708	1	3	3	1.0	1	4	0
JUDDI-256	2017	1	3	1	2.0	1	4	1
JUDDI-272	1969	1	3	3	2.0	1	3	0
JUDDI-28	0	1	3	1	1.0	0	0	0
JUDDI-470	46	1	3	3	1.0	1	0	0
JUDDI-549	130	1	3	2	1.0	1	1	0
JUDDI-58	0	1	3	1	2.0	1	0	3
JUDDI-59	0	1	4	4	3.0	1	0	0
JUDDI-60	0	1	3	1	3.0	1	0	3
JUDDI-63	0	1	3	1	4.0	1	0	0
JUDDI-65	0	1	3	1	4.0	1	0	3
JUDDI-66	0	1	4	1	4.0	1	0	3
JUDDI-67	0	1	3	1	4.0	1	0	3
JUDDI-68	0	1	3	1	4.0	1	0	0
JUDDI-69	0	1	3	1	4.0	1	0	0
JUDDI-76	726	1	5	1	4.0	1	0	3
JUDDI-82	0	1	3	2	4.0	1	0	1
JUDDI-83	0	1	4	1	4.0	3	0	3
JUDDI-837	281	1	4	3	1.0	0	0	1
JUDDI-89	2458	1	3	4	1.0	1	3	1
JXR-35	10	1	3	3	3.0	1	0	1
JXR-61	2055	1	3	4	1.0	1	1	1
JXR-63	1733	1	3	1	1.0	1	0	1
KAFKA-1380	47	1	3	3	4.0	0	4	0
KAFKA-1550	18	1	4	1	1.0	0	0	0
KAFKA-162	0	1	3	2	1.0	1	0	1
KAFKA-164	4	1	3	4	2.0	1	0	1
KAFKA-1978	210	1	3	1	1.0	0	0	0
KAFKA-294	939	1	3	1	1.0	1	0	0
KAFKA-391	77	1	1	1	2.0	1	0	0
KAFKA-393	54	1	3	4	1.0	1	0	1
KAFKA-396	339	1	3	1	3.0	1	0	1
KAFKA-475	3	1	3	2	1.0	2	0	1
KAFKA-532	54	1	1	1	2.0	0	0	1
KAFKA-669	30	1	1	1	2.0	1	0	1
KAFKA-723	760	1	2	1	2.0	1	0	1
KAFKA-784	584	1	4	5	1.0	1	1	1
KAFKA-866	3	1	1	1	1.0	1	0	1
KARAF-1025	1163	1	4	4	1.0	1	0	0
KARAF-1157	1091	1	3	4	2.0	2	0	0
KARAF-1250	930	1	3	4	2.0	2	1	1
KARAF-132	1393	1	3	1	1.0	1	0	1
KARAF-1350	896	1	4	1	1.0	2	0	1
KARAF-1469	974	1	3	2	2.0	2	0	0
KARAF-1474	910	1	3	1	2.0	2	1	0
KARAF-1486	970	1	3	1	1.0	2	0	1
KARAF-1514	847	1	3	4	2.0	2	0	0
KARAF-1560	839	1	4	1	1.0	3	0	1
KARAF-1584	825	1	3	1	1.0	2	1	1
KARAF-1601	0	1	3	5	2.0	3	0	0
KARAF-1603	0	1	3	5	2.0	3	0	0
KARAF-1604	7	1	3	5	2.0	3	1	0
KARAF-1606	0	1	3	5	3.0	3	0	0
KARAF-1607	1	1	3	4	2.0	1	0	0
KARAF-1608	0	1	3	5	3.0	3	0	0
KARAF-1609	42	1	4	1	4.0	3	0	1
KARAF-1610	0	1	3	5	3.0	3	0	0
KARAF-1611	0	1	3	5	3.0	3	1	0
KARAF-1612	0	1	3	5	3.0	3	1	0
KARAF-1613	0	1	3	5	3.0	3	0	0
KARAF-1614	0	1	3	1	2.0	2	0	0
KARAF-1615	0	1	3	5	3.0	3	0	0
KARAF-1616	0	1	3	5	3.0	3	0	0
KARAF-1617	4	1	3	1	1.0	3	0	1
KARAF-1619	0	1	3	5	3.0	3	0	0
KARAF-1620	0	1	3	5	3.0	3	0	0
KARAF-1621	0	1	3	5	3.0	3	0	0
KARAF-1622	0	1	3	5	3.0	3	0	0
KARAF-1623	0	1	3	5	3.0	3	0	0
KARAF-1624	8	1	5	1	3.0	3	0	0
KARAF-1625	315	1	3	1	1.0	3	0	3
KARAF-1627	1019	1	3	1	2.0	1	0	0
KARAF-1628	17	1	3	4	2.0	1	0	0
KARAF-1629	426	1	3	4	4.0	1	0	0
KARAF-1630	7	1	3	5	4.0	1	0	0
KARAF-1631	7	1	3	5	4.0	1	0	0
KARAF-1632	7	1	3	5	4.0	1	0	0
KARAF-1634	0	1	3	5	4.0	2	0	0
KARAF-1635	0	1	3	1	4.0	1	0	1
KARAF-1636	2	1	3	5	4.0	2	0	0
KARAF-1637	40	1	3	3	2.0	1	0	1
KARAF-1701	824	1	3	1	1.0	3	0	1
KARAF-1895	835	1	3	4	4.0	1	0	0
KARAF-2104	709	1	3	4	4.0	3	2	0
KARAF-2153	735	1	4	1	1.0	3	3	0
KARAF-2168	701	1	3	4	4.0	2	0	0
KARAF-2169	701	1	3	4	4.0	2	1	0
KARAF-2172	702	1	3	4	4.0	2	0	0
KARAF-2241	666	1	3	4	1.0	1	0	0
KARAF-2242	665	1	3	4	1.0	1	0	0
KARAF-2250	659	1	2	1	1.0	2	0	1
KARAF-2268	0	1	3	1	1.0	3	0	3
KARAF-2269	411	1	2	1	1.0	3	1	1
KARAF-2270	134	1	3	1	1.0	3	0	1
KARAF-2271	1	1	3	1	4.0	2	0	1
KARAF-2272	30	1	3	1	4.0	3	0	0
KARAF-2273	0	1	3	4	4.0	3	0	0
KARAF-2274	1	1	3	1	4.0	3	1	1
KARAF-2277	13	1	3	1	4.0	3	1	1
KARAF-2278	0	1	3	1	1.0	1	0	1
KARAF-2279	439	1	3	5	4.0	3	3	0
KARAF-2280	12	1	3	1	1.0	3	0	3
KARAF-2281	12	1	3	1	1.0	3	0	3
KARAF-325	1462	1	3	2	1.0	1	1	0
KARAF-342	1250	1	3	4	1.0	1	0	0
KARAF-399	1211	1	3	4	3.0	1	1	0
KARAF-413	1206	1	3	2	1.0	1	0	0
KARAF-448	1198	1	3	4	1.0	2	0	3
KARAF-482	1141	1	3	1	2.0	2	0	2
KARAF-485	0	1	2	1	2.0	1	0	1
KARAF-491	1176	1	3	4	1.0	1	2	0
KARAF-522	1453	1	3	2	1.0	1	0	1
KARAF-636	1105	1	3	4	1.0	1	0	0
KARAF-707	1014	1	3	3	1.0	1	0	0
KARAF-751	1027	1	3	2	1.0	1	0	1
KARAF-971	1229	1	3	4	2.0	1	1	1
KITTY-19	5	1	3	4	1.0	0	0	0
KNOX-22	540	1	3	2	1.0	1	0	1
KNOX-341	1	1	3	4	3.0	1	0	1
KNOX-342	0	1	3	1	1.0	1	0	1
KNOX-36	596	1	3	2	1.0	1	0	1
KNOX-584	13	1	3	1	1.0	1	0	1
KUDU-1109	11	1	3	5	1.0	0	0	1
KUDU-1142	3	1	2	4	1.0	0	0	1
KUDU-1150	8	1	1	5	2.0	1	2	1
KUDU-1151	8	1	3	5	2.0	0	1	1
KUDU-1152	5	1	3	5	2.0	0	2	1
KUDU-1158	7	1	3	5	4.0	1	0	1
KUDU-1175	6	1	1	3	3.0	1	2	1
KUDU-490	24	1	3	5	1.0	0	0	1
KUDU-491	149	1	3	5	1.0	0	1	1
KUDU-492	149	1	3	5	1.0	0	1	1
KUDU-497	20	1	3	5	3.0	0	0	1
KUDU-673	127	1	2	2	3.0	0	1	1
KYLIN-1396	0	1	4	1	1.0	3	0	1
KYLIN-1405	9	1	4	4	1.0	1	1	0
KYLIN-1406	14	1	3	3	1.0	0	0	0
KYLIN-533	26	1	3	3	1.0	1	2	1
KYLIN-541	23	1	3	4	2.0	0	0	0
KYLIN-581	0	1	3	1	3.0	2	0	0
KYLIN-708	0	1	3	4	3.0	1	0	0
KYLIN-712	162	1	4	4	4.0	1	0	0
LABS-513	0	1	4	3	1.0	0	1	1
LANG-417	2142	1	3	2	1.0	1	0	0
LANG-536	1851	1	4	2	1.0	1	0	0
LANG-637	1578	1	4	4	1.0	1	0	0
LANG-731	1020	1	3	4	1.0	1	0	1
LANG-794	1112	1	3	1	1.0	1	0	1
LANG-810	67	1	3	1	1.0	1	0	1
LANG-816	0	1	5	5	1.0	1	0	0
LANG-821	933	1	3	4	1.0	1	1	1
LANG-827	733	1	3	4	1.0	1	0	1
LANG-877	734	1	3	4	1.0	1	1	1
LANG-883	631	1	5	2	1.0	1	1	1
LANG-886	2	1	3	4	1.0	1	0	0
LIBCLOUD-17	22	1	3	2	1.0	0	0	1
LIBCLOUD-19	11	1	2	2	1.0	1	0	1
LIBCLOUD-221	0	1	5	1	1.0	1	0	0
LIBCLOUD-317	43	1	4	4	1.0	1	0	0
LIBCLOUD-318	7	1	3	2	1.0	1	0	1
LOG4J2-13	1565	1	3	5	3.0	1	0	0
LOG4J2-210	0	1	3	1	1.0	1	0	1
LOG4J2-211	2	1	4	1	1.0	1	0	1
LOG4J2-212	1	1	3	1	1.0	1	0	1
LOG4J2-213	0	1	3	1	2.0	1	0	1
LOG4J2-214	0	1	3	4	1.0	1	0	0
LOG4J2-242	86	1	3	4	1.0	0	0	1
LOG4J2-27	1243	1	3	5	3.0	1	0	0
LOG4J2-28	1417	1	3	5	3.0	1	0	0
LOG4J2-358	0	1	2	1	1.0	1	0	2
LOG4NET-132	2131	1	4	1	1.0	1	0	1
LOG4NET-148	1869	1	2	1	1.0	1	0	2
LOG4NET-178	1514	1	3	1	1.0	1	1	1
LOG4NET-205	1603	1	3	2	1.0	1	1	1
LOG4NET-217	1733	1	4	4	1.0	1	1	1
LOG4NET-218	1520	1	4	5	1.0	1	0	1
LOG4NET-220	1429	1	2	1	1.0	1	1	1
LOG4NET-228	1386	1	3	1	1.0	1	0	0
LOG4NET-98	122	1	1	4	1.0	1	0	1
LUCENE-1486	1922	1	4	4	1.0	1	4	1
LUCENE-1588	9	1	5	4	1.0	1	0	1
LUCENE-1597	1255	1	4	2	1.0	1	0	0
LUCENE-1777	1582	1	3	1	1.0	1	0	1
LUCENE-1812	953	1	3	2	2.0	1	1	0
LUCENE-1822	1147	1	4	4	1.0	2	1	1
LUCENE-1866	950	1	3	1	1.0	2	0	0
LUCENE-1888	1074	1	3	4	2.0	2	1	0
LUCENE-3069	1046	1	3	4	1.0	1	1	1
LUCENE-3220	53	1	3	5	1.0	1	1	1
LUCENE-3229	1241	1	3	1	1.0	3	0	1
LUCENE-3349	0	1	3	5	1.0	0	1	0
LUCENE-3357	18	1	4	5	2.0	1	1	1
LUCENE-3387	2	1	3	5	3.0	1	0	0
LUCENE-3566	87	1	4	4	3.0	1	0	1
LUCENE-4183	1	1	3	4	2.0	2	0	1
LUCENE-4184	1	1	5	4	1.0	1	0	0
LUCENE-4185	4	1	3	1	1.0	2	0	1
LUCENE-4186	67	1	2	1	1.0	1	0	0
LUCENE-4187	40	1	3	3	1.0	2	0	0
LUCENE-4188	7	1	3	1	1.0	1	0	0
LUCENE-4189	1	1	5	4	1.0	2	0	0
LUCENE-4190	25	1	3	1	2.0	2	0	0
LUCENE-4192	7	1	3	4	1.0	1	0	0
LUCENE-4194	25	1	4	1	2.0	1	1	0
LUCENE-4195	0	1	4	4	1.0	1	0	1
LUCENE-4197	145	1	3	4	1.0	1	0	0
LUCENE-4199	3	1	3	4	2.0	1	1	1
LUCENE-4201	3	1	3	2	1.0	1	0	2
LUCENE-4202	0	1	3	2	1.0	1	1	0
LUCENE-4203	24	1	3	4	2.0	2	0	0
LUCENE-4206	0	1	3	1	3.0	2	1	0
LUCENE-4400	785	1	3	2	1.0	2	0	0
LUCENE-4524	826	1	3	4	1.0	2	1	1
LUCENE-4746	697	1	3	4	3.0	2	1	0
LUCENE-4797	713	1	3	1	3.0	2	1	1
LUCENE-4935	1	1	3	1	1.0	2	0	0
LUCENE-4936	13	1	3	4	1.0	1	0	0
LUCENE-4937	0	1	3	1	1.0	1	1	0
LUCENE-4938	1	1	3	1	1.0	2	0	0
LUCENE-4940	0	1	3	1	1.0	2	0	2
LUCENE-4941	50	1	3	4	1.0	1	0	0
LUCENE-4942	691	1	3	4	2.0	1	1	0
LUCENE-4944	0	1	3	1	3.0	1	0	1
LUCENE-4945	3	1	4	4	2.0	1	0	0
LUCENE-5451	0	1	1	1	2.0	2	0	2
LUCENE-6143	656	1	5	1	1.0	2	0	2
LUCENE-949	2134	1	3	1	1.0	2	0	1
LUCENENET-172	866	1	4	4	1.0	2	0	2
LUCENENET-179	1081	1	3	4	1.0	1	0	1
LUCENENET-19	7	1	3	1	1.0	0	0	0
LUCENENET-266	537	1	3	4	1.0	1	0	0
LUCENENET-330	501	1	4	2	1.0	1	1	0
LUCENENET-361	371	1	4	4	1.0	1	0	1
LUCENENET-371	303	1	4	5	1.0	1	1	0
LUCENENET-372	610	1	4	2	1.0	0	0	0
LUCENENET-374	203	1	3	1	1.0	1	0	1
LUCENENET-377	186	1	3	3	1.0	1	0	3
LUCENENET-378	139	1	2	4	1.0	1	0	0
LUCENENET-379	132	1	3	3	2.0	1	1	0
LUCENENET-380	381	1	3	3	2.0	0	0	0
LUCENENET-381	132	1	2	3	2.0	1	0	1
LUCENENET-389	105	1	3	4	1.0	1	1	1
LUCENENET-391	326	1	4	2	1.0	1	0	0
LUCENENET-397	84	1	1	5	1.0	1	0	0
LUCENENET-398	84	1	3	5	1.0	1	0	0
LUCENENET-399	60	1	3	3	1.0	1	0	0
LUCENENET-400	173	1	3	3	1.0	1	0	0
LUCENENET-401	27	1	3	5	1.0	1	0	0
LUCENENET-402	27	1	3	5	1.0	1	0	0
LUCENENET-403	13	1	3	5	1.0	1	0	0
LUCENENET-404	162	1	4	5	1.0	0	0	0
LUCENENET-407	276	1	3	4	1.0	2	1	3
LUCENENET-424	167	1	4	3	1.0	0	0	0
LUCY-238	0	1	3	1	1.0	1	0	2
MACR-5	887	1	4	1	1.0	1	0	1
MAHOUT-1001	0	1	4	4	1.0	1	0	1
MAHOUT-1038	0	1	4	1	1.0	1	0	1
MAHOUT-1039	0	1	4	1	1.0	1	0	1
MAHOUT-1042	0	1	4	4	1.0	1	0	2
MAHOUT-1043	0	1	3	4	1.0	1	1	1
MAHOUT-105	290	1	3	4	2.0	0	0	1
MAHOUT-110	1	1	3	3	3.0	1	1	1
MAHOUT-1187	0	1	4	4	1.0	1	0	1
MAHOUT-1191	2	1	3	1	1.0	1	0	1
MAHOUT-1192	2	1	3	4	2.0	1	0	1
MAHOUT-1193	323	1	3	1	2.0	1	0	0
MAHOUT-1239	0	1	4	4	4.0	1	1	1
MAHOUT-1291	1	1	5	4	4.0	1	0	1
MAHOUT-1338	2	1	4	4	4.0	1	0	1
MAHOUT-1339	4	1	4	4	4.0	1	0	1
MAHOUT-1396	0	1	3	1	4.0	1	0	1
MAHOUT-1417	2	1	3	1	4.0	1	0	3
MAHOUT-1419	6	1	3	1	4.0	1	2	3
MAHOUT-143	329	1	4	4	1.0	1	0	1
MAHOUT-149	1	1	3	4	3.0	1	0	1
MAHOUT-150	1	1	3	4	3.0	1	0	1
MAHOUT-151	10	1	3	4	4.0	1	0	1
MAHOUT-154	3	1	3	4	4.0	1	0	1
MAHOUT-158	7	1	3	4	4.0	1	1	1
MAHOUT-162	6	1	3	4	4.0	1	1	1
MAHOUT-164	1	1	4	4	4.0	1	0	1
MAHOUT-1648	24	1	1	5	1.0	1	1	1
MAHOUT-1656	9	1	2	3	1.0	1	0	1
MAHOUT-166	2	1	4	4	4.0	1	0	1
MAHOUT-1667	2	1	2	1	1.0	1	2	1
MAHOUT-1674	2	1	2	1	1.0	1	0	1
MAHOUT-1678	0	1	1	1	1.0	1	0	1
MAHOUT-174	1	1	4	3	4.0	1	0	1
MAHOUT-175	0	1	4	4	4.0	1	0	1
MAHOUT-178	2	1	4	4	4.0	1	0	1
MAHOUT-184	3	1	4	4	4.0	1	0	0
MAHOUT-187	2	1	3	1	1.0	1	0	1
MAHOUT-189	5	1	4	4	4.0	1	0	1
MAHOUT-190	13	1	4	4	4.0	1	0	1
MAHOUT-247	0	1	4	1	1.0	1	0	1
MAHOUT-294	574	1	3	4	1.0	1	1	2
MAHOUT-305	65	1	4	4	4.0	1	0	1
MAHOUT-321	15	1	4	4	4.0	1	0	1
MAHOUT-385	1	1	4	4	4.0	1	0	1
MAHOUT-391	6	1	4	4	4.0	1	0	1
MAHOUT-399	737	1	3	1	1.0	1	1	3
MAHOUT-429	48	1	3	4	4.0	1	0	1
MAHOUT-430	1	1	4	1	1.0	1	0	1
MAHOUT-485	2	1	3	1	1.0	1	0	1
MAHOUT-487	362	1	4	1	1.0	0	0	3
MAHOUT-517	347	1	4	4	1.0	0	0	1
MAHOUT-520	124	1	4	4	1.0	1	0	1
MAHOUT-525	1235	1	3	2	1.0	1	0	2
MAHOUT-531	135	1	3	1	1.0	1	0	1
MAHOUT-537	313	1	3	4	1.0	0	0	2
MAHOUT-575	3	1	3	3	4.0	1	0	1
MAHOUT-576	10	1	3	1	1.0	1	0	1
MAHOUT-577	25	1	3	1	1.0	1	0	1
MAHOUT-579	7	1	3	1	1.0	1	0	1
MAHOUT-580	1	1	3	1	4.0	1	0	1
MAHOUT-581	0	1	3	1	4.0	1	0	1
MAHOUT-594	1	1	4	1	1.0	1	0	1
MAHOUT-602	4	1	3	1	1.0	1	0	1
MAHOUT-603	3	1	4	4	4.0	1	0	2
MAHOUT-604	13	1	3	1	1.0	1	0	1
MAHOUT-605	51	1	4	1	1.0	1	0	1
MAHOUT-608	8	1	3	4	4.0	1	0	1
MAHOUT-613	0	1	5	4	1.0	1	0	1
MAHOUT-614	1	1	3	1	4.0	1	0	1
MAHOUT-619	0	1	4	4	4.0	1	0	1
MAHOUT-627	1086	1	3	3	1.0	1	0	2
MAHOUT-630	0	1	4	1	4.0	1	0	1
MAHOUT-631	0	1	4	1	4.0	1	0	1
MAHOUT-633	7	1	4	4	4.0	1	0	1
MAHOUT-636	1	1	4	4	4.0	1	0	1
MAHOUT-637	3	1	4	4	4.0	1	0	1
MAHOUT-645	0	1	4	4	1.0	1	0	1
MAHOUT-647	0	1	4	1	1.0	1	0	1
MAHOUT-652	442	1	3	2	1.0	0	0	1
MAHOUT-661	2	1	4	4	4.0	1	0	1
MAHOUT-664	55	1	4	4	4.0	1	0	2
MAHOUT-681	1	1	4	4	4.0	1	0	1
MAHOUT-687	28	1	4	4	1.0	1	0	1
MAHOUT-691	6	1	3	1	4.0	1	0	1
MAHOUT-694	10	1	3	1	1.0	1	1	1
MAHOUT-699	16	1	3	4	4.0	1	0	1
MAHOUT-716	1011	1	4	2	1.0	1	0	1
MAHOUT-724	0	1	4	4	4.0	1	0	1
MAHOUT-732	998	1	4	2	1.0	1	0	1
MAHOUT-744	0	1	3	4	4.0	1	0	1
MAHOUT-764	0	1	4	4	4.0	1	0	1
MAHOUT-770	0	1	4	4	4.0	1	0	1
MAHOUT-842	0	1	3	1	4.0	1	0	1
MAHOUT-847	0	1	4	4	4.0	1	0	1
MAHOUT-88	3	1	3	4	1.0	1	0	1
MAHOUT-900	0	1	4	1	4.0	1	0	1
MAHOUT-903	2	1	3	1	4.0	1	0	1
MAHOUT-910	4	1	3	4	4.0	1	0	1
MAHOUT-913	1	1	4	4	4.0	1	0	1
MAILBOX-152	190	1	3	2	1.0	0	1	1
MANTRUN-175	987	1	4	1	1.0	1	1	1
MANTRUN-55	600	1	3	3	4.0	1	0	0
MANTRUN-98	2203	1	3	1	1.0	1	1	1
MAPREDUCE-1238	1058	1	3	1	1.0	1	0	1
MAPREDUCE-2349	1114	1	3	4	2.0	1	1	0
MAPREDUCE-2450	1050	1	3	1	1.0	1	0	2
MAPREDUCE-2576	7	1	5	1	1.0	1	0	0
MAPREDUCE-2589	42	1	4	1	1.0	1	0	1
MAPREDUCE-2621	30	1	4	1	2.0	1	0	1
MAPREDUCE-2734	1029	1	5	4	1.0	1	0	1
MAPREDUCE-2767	35	1	1	1	1.0	2	1	3
MAPREDUCE-2815	2255	1	4	1	1.0	1	1	0
MAPREDUCE-2819	1936	1	4	1	4.0	1	0	0
MAPREDUCE-2915	9	1	3	1	1.0	1	0	1
MAPREDUCE-2948	0	1	3	1	1.0	2	0	3
MAPREDUCE-2988	27	1	2	5	1.0	1	1	2
MAPREDUCE-2993	365	1	3	1	1.0	0	1	2
MAPREDUCE-3154	2	1	3	4	1.0	1	1	2
MAPREDUCE-3211	0	1	3	1	1.0	0	0	1
MAPREDUCE-3283	1182	1	4	1	1.0	1	2	2
