,Count,priority,issuetype,is_assigned,comment_count,link_count,affect_count,fix_count,has_priority_change,has_desc_change,has_fix_change,reporter_rep,assignee_workload
1811,1,4,*3,1, 37, 0, 0, 0,1,0, 2,0.90113452,12
1813,1,4,3,*0, 39, 1, 0, 0,1,0, 2,0.90113452,12
1832,1,3,*6,1, 28, 0, 0, 1,0,1, 1,0.84888889, 8
1913,1,3,*2,1,  5, 1, 0, 0,0,0, 0,0.84931507, 7
2047,2,4,*2,1,  2, 0, 1, 1,0,0, 0,*0.20000000, 3
2090,1,3,1,*0, 14, 2, 0, 1,0,1, 1,0.69565217, 7
2096,2,2,1,*0, 16, 3, 0, 0,1,*2, 4,0.69565217, 7
2124,4,3,*7,1, 12, 0,* 1, 2,0,0, 0,*0.83870968,* 2
2131,1,3,1,1,  9, 4, 2, 2,*2,0, 2,0.71595331,52
2133,1,3,1,*0,  1, 0, 1, 0,0,0, 2,0.71595331,52
2149,1,3,3,1,  5, 0, 0, 0,*2,0, 2,0.33333333, 9
2229,1,3,4,1, 28, 0, 0, 2,0,0, 2,*0.16666667, 2
2300,1,4,*6,1,  1, 0, 0, 1,0,0, 0,0.57692308, 3
2498,1,3,*2,1, 26, 0, 0, 3,0,0, 5,0.90149254, 2
