issuekey	start	end	is_dead	priority	is_assigned	issuetype	has_priority_change
HBASE-17013	0	1	1	4	1	4	0
HBASE-11936	0	1	1	3	1	1	0
HBASE-2606	0	1	1	3	0	1	0
HBASE-7047	0	35	1	3	1	7	0
HBASE-7930	0	37	1	3	1	4	0
HBASE-20487	0	2	1	3	1	1	0
HBASE-15269	0	1186	0	3	1	3	0
HBASE-1109	0	1143	1	4	0	2	0
HBASE-13463	0	2	1	3	1	1	0
HBASE-3246	0	1339	1	3	1	4	0
HBASE-8672	0	11	1	3	1	1	0
HBASE-11143	0	5	1	3	1	1	0
HBASE-17800	0	42	1	3	1	7	0
HBASE-16527	0	2	1	3	1	1	0
HBASE-7522	0	201	1	3	0	1	0
HBASE-22086	0	2	0	4	0	1	0
HBASE-22086	2	12	0	4	1	1	0
HBASE-22086	12	38	1	4	1	1	0
HBASE-298	0	1	1	3	0	1	0
HBASE-14318	0	6	1	3	1	3	0
HBASE-21194	0	36	0	4	0	6	0
HBASE-21194	36	38	1	4	1	6	0
HBASE-3567	0	1240	1	3	0	1	0
HBASE-15029	0	3	0	3	0	1	0
HBASE-15029	3	1241	0	4	0	1	1
HBASE-10944	0	146	0	3	0	7	0
HBASE-10944	146	1226	0	3	1	7	0
HBASE-10944	1226	1252	1	2	1	7	1
HBASE-13472	0	1492	0	3	0	3	0
HBASE-1141	0	14	1	3	0	1	0
HBASE-803	0	211	0	4	1	2	0
HBASE-803	211	229	1	4	1	2	0
HBASE-15485	0	18	1	3	1	1	0
HBASE-3513	0	26	1	3	1	1	0
HBASE-20612	0	7	1	3	1	1	0
HBASE-10404	0	1939	0	3	1	6	0
HBASE-21387	0	30	1	3	1	1	0
HBASE-18786	0	5	0	3	0	7	0
HBASE-18786	5	13	1	3	1	7	0
HBASE-9084	0	2116	0	2	1	1	0
HBASE-497	0	12	1	1	0	1	1
HBASE-5271	0	24	1	3	1	1	0
HBASE-19344	0	5	0	3	1	7	0
HBASE-19344	5	6	1	3	1	7	0
HBASE-20216	0	3	1	3	1	4	0
HBASE-19487	0	14	1	3	1	4	0
HBASE-1436	0	3	1	3	0	1	0
HBASE-2849	0	4	0	3	0	1	0
HBASE-2849	4	5	1	2	0	1	1
HBASE-1841	0	59	1	3	0	1	0
HBASE-4978	0	1220	1	3	0	3	0
HBASE-16684	0	966	0	4	0	4	0
HBASE-6192	0	1	0	3	0	7	0
HBASE-6192	1	690	0	3	1	7	0
HBASE-6192	690	719	0	3	0	3	0
HBASE-6192	719	748	1	3	1	3	0
HBASE-10953	0	499	1	3	1	3	0
HBASE-4482	0	1	0	3	1	7	0
HBASE-4482	1	9	0	2	1	7	1
HBASE-4482	9	11	1	1	1	7	1
HBASE-9090	0	1	1	3	1	6	0
HBASE-20266	0	419	0	2	1	1	0
HBASE-20658	0	351	0	3	1	1	0
HBASE-10156	0	44	1	3	1	7	0
HBASE-15519	0	7	0	3	0	7	0
HBASE-15519	7	1150	0	3	1	7	0
HBASE-4775	0	2	1	3	0	1	0
HBASE-14216	0	1373	0	4	1	4	0
HBASE-13129	0	293	0	3	0	4	0
HBASE-13129	293	411	1	3	1	4	0
HBASE-11493	0	4	1	3	0	1	0
HBASE-15163	0	12	1	3	1	7	0
HBASE-3463	0	1275	1	3	0	4	0
HBASE-20437	0	394	0	3	0	4	0
HBASE-5506	0	70	1	4	1	6	0
HBASE-2112	0	1	1	3	0	1	0
HBASE-13650	0	1469	0	3	0	6	0
HBASE-14806	0	4	1	3	1	1	0
HBASE-5684	0	15	1	3	1	4	0
HBASE-7048	0	1	1	3	0	1	0
HBASE-8166	0	1	1	3	1	1	0
HBASE-13053	0	1549	0	4	1	4	0
HBASE-10359	0	35	1	3	1	7	0
HBASE-20854	0	194	1	4	1	1	0
HBASE-22116	0	50	0	3	1	4	0
HBASE-12197	0	3	1	3	1	1	0
HBASE-17063	0	1	1	4	1	4	0
HBASE-13341	0	7	1	4	1	4	0
HBASE-12766	0	75	1	4	0	6	0
HBASE-13926	0	4	1	3	1	7	0
HBASE-17479	0	849	0	4	1	4	0
HBASE-6665	0	64	0	3	0	1	0
HBASE-6665	64	77	1	3	1	1	0
HBASE-12979	0	1	0	3	1	4	0
HBASE-12979	1	3	1	3	1	4	0
HBASE-6737	0	131	0	2	0	1	1
HBASE-6737	131	178	0	2	1	1	1
HBASE-6737	178	291	1	2	0	1	1
HBASE-9094	0	2	1	3	1	7	0
HBASE-18684	0	116	1	3	1	3	0
HBASE-8536	0	1	1	3	1	1	0
HBASE-17634	0	1	0	3	0	4	0
HBASE-17634	1	16	1	3	1	4	0
HBASE-7057	0	2393	0	2	0	4	1
HBASE-5635	0	28	1	3	0	1	0
HBASE-4016	0	2	0	3	0	1	0
HBASE-4016	2	7	1	3	1	1	0
HBASE-19295	0	2	0	3	0	3	0
HBASE-19295	2	18	0	3	0	7	0
HBASE-19295	18	19	1	3	1	7	0
HBASE-20971	0	290	0	3	0	2	0
HBASE-19542	0	4	1	3	1	1	0
HBASE-13393	0	4	0	3	0	7	0
HBASE-13393	4	55	1	3	1	7	0
HBASE-10103	0	1	0	3	0	1	0
HBASE-10103	1	3	1	3	1	1	0
HBASE-9589	0	24	0	4	0	1	0
HBASE-9589	24	29	1	4	0	1	0
HBASE-9425	0	9	0	3	0	1	0
HBASE-9425	9	13	1	3	1	1	0
HBASE-3858	0	1	1	4	1	4	0
HBASE-7195	0	867	1	4	0	1	0
HBASE-1030	0	1	0	3	0	1	0
HBASE-1030	1	5	1	3	1	1	0
HBASE-7884	0	5	0	4	0	1	0
HBASE-7884	5	6	1	4	1	1	0
HBASE-12954	0	58	1	4	1	1	0
HBASE-5926	0	15	1	4	1	4	0
HBASE-4880	0	11	1	3	1	1	0
HBASE-16992	0	2	0	3	0	1	0
HBASE-16992	2	5	1	4	1	1	1
HBASE-15616	0	2	0	3	0	1	0
HBASE-15616	2	405	0	3	1	1	0
HBASE-15616	405	409	1	3	1	1	0
HBASE-2406	0	19	0	3	0	3	0
HBASE-2406	19	153	0	2	0	3	1
HBASE-2406	153	209	1	2	1	3	1
HBASE-21371	0	6	1	3	1	1	0
HBASE-4360	0	385	0	4	1	4	0
HBASE-4360	385	653	0	4	0	4	0
HBASE-4360	653	665	1	4	1	4	0
HBASE-5120	0	7	0	1	0	1	0
HBASE-5120	7	55	1	1	1	1	0
HBASE-4873	0	1233	1	3	0	4	0
HBASE-14524	0	97	1	4	1	4	0
HBASE-1319	0	13	1	3	1	1	0
HBASE-13969	0	1	1	4	1	1	0
HBASE-10850	0	1	0	3	1	1	0
HBASE-10850	1	6	0	2	1	1	1
HBASE-10850	6	7	1	2	1	1	1
HBASE-18934	0	1	0	2	0	1	0
HBASE-18934	1	5	1	2	1	1	0
HBASE-14974	0	2	1	5	0	1	0
HBASE-8294	0	2229	0	3	1	4	0
HBASE-15838	0	482	1	3	0	1	0
HBASE-17952	0	1	1	3	1	7	0
HBASE-5046	0	878	0	3	1	7	0
HBASE-5046	878	2709	0	3	0	7	0
HBASE-5140	0	884	1	5	0	2	0
HBASE-836	0	5	0	3	0	1	0
HBASE-836	5	26	1	3	1	1	0
HBASE-5016	0	261	1	3	0	1	0
HBASE-13547	0	1484	0	3	0	7	0
HBASE-11581	0	15	1	4	1	2	0
HBASE-6899	0	408	0	3	0	4	0
HBASE-6899	408	423	0	3	0	7	0
HBASE-6899	423	2420	0	3	0	4	0
HBASE-21283	0	62	1	4	1	4	0
HBASE-16739	0	3	1	4	0	1	0
HBASE-10625	0	78	1	3	0	1	0
HBASE-1257	0	71	1	3	1	1	0
HBASE-8478	0	4	1	3	1	7	0
HBASE-21893	0	92	0	4	0	1	0
HBASE-4346	0	71	1	4	0	7	0
HBASE-19665	0	11	0	3	0	7	0
HBASE-19665	11	68	0	3	1	7	0
HBASE-19665	68	75	1	3	1	7	0
HBASE-9471	0	4	1	4	1	1	0
HBASE-16374	0	723	1	3	1	1	0
HBASE-15752	0	1	1	2	1	1	0
HBASE-4567	0	1184	1	4	0	1	0
HBASE-11131	0	1272	1	4	0	3	0
HBASE-8535	0	2	1	3	0	6	0
HBASE-8839	0	2147	0	3	0	7	0
HBASE-15517	0	1150	0	4	1	4	0
HBASE-12654	0	1620	0	3	1	1	0
HBASE-3616	0	809	0	3	1	4	0
HBASE-3616	809	2060	1	3	0	4	0
HBASE-1715	0	1	0	1	0	1	1
HBASE-1715	1	36	1	3	0	1	1
HBASE-9873	0	2022	0	2	0	4	1
HBASE-10055	0	1995	0	4	0	4	0
HBASE-12541	0	2	1	3	0	1	0
HBASE-11971	0	1	1	2	1	4	0
HBASE-11702	0	7	1	4	1	4	1
HBASE-16657	0	1	0	4	0	4	1
HBASE-16657	1	17	1	4	1	4	1
HBASE-2418	0	352	0	2	0	4	0
HBASE-2418	352	592	1	2	1	4	0
HBASE-1988	0	384	1	3	0	1	0
HBASE-14566	0	1317	0	4	0	1	0
HBASE-11573	0	1	1	3	1	7	0
HBASE-16076	0	27	1	4	0	1	0
HBASE-5949	0	975	1	3	1	1	0
HBASE-10823	0	17	0	4	0	4	0
HBASE-10823	17	21	1	4	1	4	0
HBASE-20153	0	1	0	3	0	1	0
HBASE-20153	1	5	1	3	1	1	0
HBASE-17437	0	2	0	3	0	1	0
HBASE-17437	2	3	0	3	1	1	0
HBASE-17437	3	4	0	3	1	4	0
HBASE-17437	4	33	1	3	1	4	0
HBASE-20791	0	2	1	3	1	1	0
HBASE-13287	0	717	0	3	0	1	0
HBASE-13287	717	846	1	3	1	1	0
HBASE-5169	0	1187	1	3	1	7	0
HBASE-20363	0	1	1	3	1	1	0
HBASE-2478	0	76	0	3	0	4	0
HBASE-2478	76	1549	1	3	1	4	0
HBASE-321	0	80	1	4	0	1	1
HBASE-1754	0	1	0	3	0	1	0
HBASE-1754	1	10	1	3	1	1	0
HBASE-7059	0	2390	0	3	0	4	0
HBASE-7433	0	1	1	1	0	1	0
HBASE-12339	0	74	1	3	1	1	0
HBASE-8926	0	304	0	5	1	1	0
HBASE-8926	304	305	1	5	0	1	0
HBASE-7488	0	1	0	2	1	1	0
HBASE-7488	1	90	1	3	1	1	1
HBASE-14025	0	233	1	3	1	7	0
HBASE-15435	0	2	1	3	1	7	0
HBASE-14357	0	1352	0	4	0	1	0
HBASE-20807	0	322	0	3	0	14	0
HBASE-17004	0	2	1	4	1	4	0
HBASE-13930	0	4	0	3	0	3	0
HBASE-13930	4	5	0	3	0	1	0
HBASE-13930	5	9	1	3	1	1	0
HBASE-15456	0	4	1	4	1	4	0
HBASE-15679	0	1	1	4	1	6	0
HBASE-2363	0	954	1	3	0	4	0
HBASE-7266	0	1756	1	3	0	4	0
HBASE-19554	0	35	0	3	1	1	0
HBASE-19554	35	65	1	3	1	7	0
HBASE-2414	0	16	0	3	0	1	0
HBASE-2414	16	23	1	1	1	1	1
HBASE-9840	0	39	1	3	0	1	0
HBASE-11601	0	358	1	3	0	4	0
HBASE-21782	0	2	1	3	1	3	0
HBASE-9328	0	123	1	3	1	1	0
HBASE-1649	0	1	1	4	0	1	0
HBASE-12231	0	1679	0	3	1	4	0
HBASE-11062	0	485	0	3	0	2	0
HBASE-11062	485	1761	0	3	1	2	0
HBASE-11062	1761	1764	0	3	0	2	0
HBASE-11062	1764	1849	0	3	1	2	0
HBASE-12196	0	1	1	3	1	1	0
HBASE-6476	0	60	0	4	1	1	0
HBASE-6476	60	229	0	4	1	1	0
HBASE-6476	229	496	1	4	0	1	0
HBASE-19606	0	10	1	4	1	7	0
HBASE-13843	0	18	1	5	0	1	0
HBASE-15708	0	1	1	3	1	1	0
HBASE-21769	0	112	0	4	0	4	0
HBASE-15202	0	2	1	4	1	7	0
HBASE-17868	0	1	1	3	1	1	0
HBASE-743	0	3	0	4	0	1	0
HBASE-743	3	10	1	4	1	1	0
HBASE-16891	0	9	1	3	1	7	0
HBASE-19988	0	3	1	4	1	4	0
HBASE-1032	0	384	1	3	0	4	0
HBASE-6447	0	1	1	3	1	1	0
HBASE-1159	0	49	1	3	1	7	0
HBASE-6132	0	5	0	3	0	1	0
HBASE-6132	5	258	1	3	1	1	0
HBASE-6853	0	8	1	3	0	1	0
HBASE-13513	0	1487	0	3	0	7	0
HBASE-3893	0	51	1	1	0	4	0
HBASE-10766	0	1	1	3	1	1	0
HBASE-14649	0	1305	0	3	0	7	0
HBASE-19839	0	10	1	3	1	7	0
HBASE-22092	0	5	1	5	0	1	0
HBASE-17112	0	16	1	3	1	1	0
HBASE-18822	0	608	0	3	1	4	0
HBASE-9006	0	1	1	4	1	1	0
HBASE-4768	0	6	1	3	1	2	0
HBASE-16755	0	8	0	3	0	4	0
HBASE-16755	8	174	1	3	1	4	0
HBASE-21688	0	85	1	3	1	1	0
HBASE-8546	0	2193	0	3	0	1	0
HBASE-6098	0	704	1	3	0	7	0
HBASE-18567	0	643	0	3	0	1	0
HBASE-835	0	108	0	4	0	6	0
HBASE-835	108	127	0	4	1	6	0
HBASE-835	127	157	1	2	1	6	1
HBASE-22158	0	2	1	3	1	7	0
HBASE-18606	0	46	0	3	1	1	0
HBASE-18606	46	49	0	2	0	1	1
HBASE-18606	49	50	1	2	1	1	1
HBASE-16683	0	17	1	3	0	1	0
HBASE-2567	0	1	1	3	1	4	0
HBASE-7911	0	1	1	4	1	1	0
HBASE-379	0	5	1	5	0	1	0
HBASE-1583	0	5	0	3	0	1	0
HBASE-1583	5	21	1	3	1	1	0
HBASE-4669	0	2	0	4	0	4	0
HBASE-4669	2	6	1	4	1	4	0
HBASE-88	0	1	1	3	0	1	0
HBASE-606	0	78	1	3	0	4	0
HBASE-8664	0	12	1	3	1	1	0
HBASE-3955	0	8	1	1	0	1	1
HBASE-2293	0	1	1	3	1	1	0
HBASE-15243	0	27	1	3	1	4	0
HBASE-7042	0	22	1	3	1	7	0
HBASE-1827	0	1	1	3	1	4	0
HBASE-18923	0	1	0	3	0	1	0
HBASE-18923	1	8	1	3	1	1	0
HBASE-12475	0	1644	0	2	0	1	0
HBASE-21894	0	92	0	3	1	1	0
HBASE-1893	0	3	1	3	0	3	0
HBASE-4782	0	386	1	5	1	4	0
HBASE-8902	0	2	1	3	1	1	0
HBASE-6357	0	1	1	3	1	1	0
HBASE-4522	0	4	1	4	1	4	0
HBASE-11964	0	42	1	3	1	7	0
HBASE-6548	0	11	1	3	1	2	0
HBASE-13177	0	1	1	3	1	3	0
HBASE-16800	0	1	0	3	1	4	0
HBASE-16800	1	948	0	4	1	4	1
HBASE-14488	0	103	1	3	1	7	0
HBASE-21285	0	2	0	4	0	4	0
HBASE-21285	2	218	0	4	1	4	0
HBASE-21112	0	159	0	2	1	1	0
HBASE-21112	159	265	0	2	0	1	0
HBASE-15495	0	2	1	3	1	7	0
HBASE-19579	0	2	0	3	0	7	0
HBASE-19579	2	5	1	3	1	7	0
HBASE-16033	0	1	1	3	1	4	0
HBASE-14298	0	1361	0	4	1	1	1
HBASE-5539	0	106	1	4	1	2	0
HBASE-21715	0	8	0	3	0	3	0
HBASE-21715	8	10	1	3	1	3	0
HBASE-19348	0	2	1	4	1	7	0
HBASE-7967	0	5	0	3	0	7	0
HBASE-7967	5	250	1	3	1	7	0
HBASE-20929	0	296	0	4	1	4	0
HBASE-19947	0	1	1	2	1	3	0
HBASE-8271	0	22	1	4	0	4	0
HBASE-12586	0	31	0	3	0	3	0
HBASE-12586	31	110	1	3	1	3	0
HBASE-4225	0	4	0	2	0	4	0
HBASE-4225	4	6	1	2	1	4	0
HBASE-16293	0	1	1	3	1	1	0
HBASE-16869	0	75	1	5	0	3	0
HBASE-12395	0	1527	0	3	1	4	0
HBASE-12395	1527	1658	0	3	0	4	0
HBASE-20678	0	1	1	4	1	1	1
HBASE-13270	0	2	0	3	0	4	0
HBASE-13270	2	22	1	3	1	4	0
HBASE-14667	0	1	1	4	1	1	0
HBASE-11801	0	228	1	4	0	7	0
HBASE-19900	0	3	0	4	1	1	0
HBASE-19900	3	8	1	2	1	1	1
HBASE-3761	0	1360	1	4	0	1	0
HBASE-12948	0	5	0	2	0	1	0
HBASE-12948	5	18	1	2	1	1	0
HBASE-21318	0	8	1	4	1	4	0
HBASE-10912	0	1	1	4	1	3	0
HBASE-7473	0	3	1	3	0	1	0
HBASE-3214	0	1	1	3	1	1	0
HBASE-21607	0	153	0	3	0	1	0
HBASE-5103	0	9	1	4	1	1	1
HBASE-19100	0	6	1	3	1	1	0
HBASE-14120	0	2	1	3	1	7	0
HBASE-4890	0	87	0	3	0	1	0
HBASE-4890	87	100	1	1	0	1	1
HBASE-9043	0	246	1	5	1	1	0
HBASE-8681	0	2	1	3	1	6	0
HBASE-351	0	14	0	4	0	5	0
HBASE-351	14	27	1	3	0	1	1
HBASE-10282	0	9	0	4	0	1	0
HBASE-10282	9	1956	0	4	1	1	0
HBASE-18240	0	15	1	3	1	7	0
HBASE-10590	0	2	1	4	0	4	0
HBASE-8900	0	8	0	3	0	1	0
HBASE-8900	8	373	1	3	1	1	0
HBASE-17168	0	344	0	3	0	7	0
HBASE-17168	344	904	0	3	0	4	0
HBASE-14783	0	1026	1	3	1	1	0
HBASE-11053	0	3	1	3	1	7	0
HBASE-5170	0	1187	1	3	0	7	0
HBASE-12068	0	1	1	3	1	7	0
HBASE-17959	0	1	0	4	0	4	0
HBASE-17959	1	37	1	4	1	4	0
HBASE-16897	0	938	0	3	0	7	0
HBASE-18513	0	498	0	1	0	4	0
HBASE-18513	498	651	0	3	1	3	1
HBASE-1475	0	135	1	4	0	1	0
HBASE-15417	0	1164	0	4	0	1	0
HBASE-7545	0	18	1	3	1	1	0
HBASE-20343	0	2	1	3	1	1	0
HBASE-9175	0	114	0	4	1	3	0
HBASE-9175	114	276	1	4	0	3	0
HBASE-20753	0	51	1	2	0	1	0
HBASE-13254	0	1	1	4	1	1	0
HBASE-8274	0	2	1	3	1	1	0
HBASE-7286	0	764	1	3	0	1	0
HBASE-18871	0	598	0	3	0	4	0
HBASE-18061	0	64	1	3	1	7	0
HBASE-5257	0	5	0	3	0	4	0
HBASE-5257	5	247	0	3	1	4	0
HBASE-5257	247	276	1	3	0	4	0
HBASE-5779	0	1094	1	3	0	1	0
HBASE-6327	0	64	1	3	1	1	0
HBASE-18734	0	622	0	3	0	1	0
HBASE-1239	0	2	1	3	1	1	0
HBASE-9391	0	1	1	3	1	1	1
HBASE-9669	0	2057	0	3	0	5	0
HBASE-4646	0	6	1	1	0	1	0
HBASE-13410	0	1	1	3	1	1	0
HBASE-7984	0	13	1	5	1	3	0
HBASE-17982	0	58	1	5	0	1	0
HBASE-19397	0	7	0	3	1	7	0
HBASE-19397	7	39	1	3	1	2	0
HBASE-8836	0	69	0	3	1	2	0
HBASE-8836	69	2148	0	3	1	2	0
HBASE-15619	0	1	0	3	1	1	0
HBASE-15619	1	4	0	2	1	1	1
HBASE-15619	4	276	1	3	1	1	1
HBASE-6156	0	16	1	4	1	1	0
HBASE-8696	0	14	1	3	1	4	0
HBASE-21483	0	1	1	3	1	1	0
HBASE-14485	0	270	1	3	1	1	0
HBASE-18402	0	8	1	3	1	1	0
HBASE-17319	0	882	0	3	1	1	0
HBASE-7027	0	1	1	3	1	4	0
HBASE-14369	0	2	1	3	1	1	0
HBASE-21504	0	5	0	2	0	1	0
HBASE-21504	5	9	1	2	1	1	0
HBASE-11110	0	20	1	3	1	1	0
HBASE-16147	0	2	1	3	1	4	0
HBASE-21534	0	1	0	3	0	3	0
HBASE-21534	1	6	1	3	1	3	0
HBASE-2448	0	6	1	2	1	1	0
HBASE-11295	0	219	0	3	0	1	0
HBASE-11295	219	226	1	2	1	1	1
HBASE-9814	0	16	1	4	1	6	0
HBASE-18646	0	11	1	3	1	4	0
HBASE-353	0	2	1	3	0	1	0
HBASE-18859	0	5	1	3	1	7	0
HBASE-19691	0	2	1	2	1	1	0
HBASE-10527	0	6	0	4	1	1	0
HBASE-10527	6	7	1	4	1	1	0
HBASE-15504	0	22	0	3	0	1	0
HBASE-15504	22	24	1	3	1	1	0
HBASE-5745	0	1099	1	2	1	1	0
HBASE-10813	0	16	1	3	1	4	0
HBASE-825	0	1	1	5	1	1	0
HBASE-20257	0	144	1	4	1	3	1
HBASE-8875	0	23	1	5	1	1	0
HBASE-683	0	6	1	4	0	1	0
HBASE-7001	0	5	1	4	1	1	0
HBASE-16121	0	1	1	5	1	7	0
HBASE-3821	0	8	1	3	0	1	0
HBASE-15670	0	4	1	3	1	1	0
HBASE-8259	0	1	1	1	1	1	0
HBASE-15430	0	1	0	2	0	1	0
HBASE-15430	1	7	1	2	1	1	0
HBASE-4128	0	2394	1	3	0	3	0
HBASE-9810	0	24	1	2	1	1	0
HBASE-8289	0	1	1	3	1	1	0
HBASE-13195	0	1527	0	3	1	1	0
HBASE-19766	0	490	0	2	0	1	0
HBASE-8863	0	2142	0	3	0	7	0
HBASE-5133	0	2687	0	3	0	7	0
HBASE-8153	0	313	1	3	0	6	0
HBASE-493	0	2286	1	4	0	2	1
HBASE-10985	0	30	0	3	0	7	0
HBASE-10985	30	48	1	3	1	7	0
HBASE-5088	0	14	0	3	1	1	0
HBASE-5088	14	15	0	2	1	1	1
HBASE-5088	15	16	1	2	1	1	1
HBASE-17681	0	813	0	3	1	4	0
HBASE-19784	0	5	1	4	1	1	1
HBASE-15773	0	1	1	3	1	4	0
HBASE-10950	0	1	0	3	1	4	0
HBASE-10950	1	7	0	3	0	4	0
HBASE-10950	7	14	1	3	1	4	0
HBASE-14716	0	1034	1	3	1	1	0
HBASE-7414	0	1	0	3	0	7	0
HBASE-7414	1	14	0	2	0	7	1
HBASE-7414	14	19	1	2	1	7	1
HBASE-11411	0	3	1	3	1	1	0
HBASE-17454	0	854	0	3	1	7	0
HBASE-5813	0	1100	1	3	1	4	0
HBASE-5500	0	620	1	3	0	4	0
HBASE-12214	0	53	1	3	1	7	0
HBASE-20720	0	1	1	3	1	3	0
HBASE-22012	0	7	0	4	0	1	0
HBASE-22012	7	19	0	3	0	1	1
HBASE-22012	19	69	0	3	1	1	1
HBASE-18539	0	7	1	5	1	7	0
HBASE-18405	0	667	0	3	1	3	0
HBASE-2395	0	447	0	4	0	7	0
HBASE-2395	447	566	1	4	0	2	0
HBASE-13058	0	9	0	5	0	1	0
HBASE-13058	9	44	1	5	1	1	0
HBASE-18488	0	1	0	4	0	1	0
HBASE-18488	1	2	1	4	1	1	0
HBASE-17869	0	3	1	4	1	1	0
HBASE-8521	0	5	0	3	0	1	0
HBASE-8521	5	106	0	3	0	1	0
HBASE-8521	106	145	1	3	1	1	0
HBASE-2995	0	13	1	3	0	1	0
HBASE-7808	0	23	1	3	1	7	0
HBASE-1823	0	1	1	3	1	2	0
HBASE-17866	0	16	1	3	1	7	0
HBASE-14899	0	1262	0	3	1	2	0
HBASE-18477	0	27	0	3	1	2	0
HBASE-18477	27	656	0	3	1	2	0
HBASE-8924	0	1	1	3	1	1	0
HBASE-14012	0	4	1	2	1	1	0
HBASE-7687	0	1	1	3	1	7	0
HBASE-21963	0	19	1	4	1	6	0
HBASE-7479	0	7	1	1	1	3	0
HBASE-20128	0	9	0	3	0	7	0
HBASE-20128	9	44	1	3	1	7	0
HBASE-17854	0	6	1	3	1	4	0
HBASE-9573	0	2066	0	3	1	4	0
HBASE-21237	0	30	0	3	1	7	0
HBASE-21237	30	34	1	1	1	7	1
HBASE-18073	0	728	0	4	1	4	1
HBASE-16827	0	12	1	3	1	7	0
HBASE-17773	0	2	1	5	1	1	0
HBASE-3808	0	45	1	4	0	1	0
HBASE-6000	0	2	0	3	0	1	0
HBASE-6000	2	1721	1	3	1	1	0
HBASE-3052	0	23	0	4	0	4	0
HBASE-3052	23	173	1	4	1	4	0
HBASE-12078	0	8	1	2	1	1	1
HBASE-414	0	9	1	4	1	7	0
HBASE-8586	0	29	1	3	0	1	0
HBASE-2618	0	15	1	4	1	5	0
HBASE-21818	0	56	0	5	0	4	0
HBASE-21818	56	66	1	5	1	4	0
HBASE-5161	0	34	0	4	0	1	0
HBASE-5161	34	1187	1	2	0	1	1
HBASE-7888	0	2276	0	3	0	7	0
HBASE-18994	0	14	1	3	1	4	0
HBASE-513	0	526	1	3	0	7	0
HBASE-19751	0	1	1	3	1	4	0
HBASE-2321	0	142	0	3	0	4	0
HBASE-2321	142	250	1	3	1	4	0
HBASE-9796	0	1	1	3	1	1	0
HBASE-3528	0	1416	1	3	0	1	0
HBASE-14692	0	1300	0	4	0	4	0
HBASE-20173	0	2	1	2	1	7	1
HBASE-14473	0	6	1	3	1	1	0
HBASE-8465	0	198	0	3	1	4	0
HBASE-8465	198	209	1	3	1	4	0
HBASE-11638	0	1	1	4	1	1	0
HBASE-5373	0	25	1	3	1	4	0
HBASE-877	0	2	1	1	1	1	1
HBASE-16267	0	16	0	3	1	1	0
HBASE-16267	16	21	1	2	1	1	1
HBASE-2278	0	51	1	3	0	1	0
HBASE-21857	0	3	1	3	1	4	0
HBASE-1180	0	3	1	4	0	4	0
HBASE-947	0	1	0	3	0	4	0
HBASE-947	1	27	1	4	0	4	1
HBASE-3903	0	1	0	3	0	1	0
HBASE-3903	1	4	1	4	1	1	1
HBASE-12897	0	17	1	3	1	1	0
HBASE-6012	0	34	1	3	1	1	0
HBASE-1520	0	1	1	3	0	1	0
HBASE-2259	0	1	1	3	1	1	0
HBASE-21200	0	15	0	3	0	1	0
HBASE-21200	15	29	0	3	1	1	0
HBASE-21200	29	32	1	2	1	1	1
HBASE-18732	0	8	1	3	0	7	0
HBASE-3532	0	34	0	3	0	1	0
HBASE-3532	34	36	1	3	1	1	0
HBASE-12342	0	1665	0	3	0	14	0
HBASE-15214	0	2	1	2	1	1	0
HBASE-13944	0	868	1	4	1	1	0
HBASE-14108	0	174	1	3	1	7	0
HBASE-7860	0	1	1	3	0	1	0
HBASE-126	0	12	1	4	0	1	0
HBASE-14171	0	844	0	3	0	1	0
HBASE-14171	844	1386	0	3	1	1	0
HBASE-12035	0	125	0	2	0	4	1
HBASE-12035	125	143	1	2	1	4	1
HBASE-14972	0	1249	0	3	0	7	0
HBASE-18108	0	70	0	2	0	7	0
HBASE-18108	70	130	0	1	0	7	1
HBASE-18108	130	139	1	1	1	7	1
HBASE-17283	0	21	1	3	1	7	0
HBASE-13263	0	1521	0	3	1	3	0
HBASE-14808	0	1280	0	3	0	1	0
HBASE-566	0	16	0	4	0	3	0
HBASE-566	16	39	1	1	1	3	1
HBASE-4612	0	155	1	4	1	4	0
HBASE-16566	0	1	1	3	0	7	0
HBASE-13877	0	8	1	1	1	1	0
HBASE-8393	0	3	1	3	1	1	0
HBASE-12786	0	619	0	5	0	3	0
HBASE-12786	619	1598	0	5	1	3	0
HBASE-21719	0	1	1	3	1	7	0
HBASE-7505	0	3	1	3	1	1	0
HBASE-2141	0	1576	1	3	0	4	0
HBASE-12338	0	189	0	3	1	7	0
HBASE-12338	189	906	1	3	1	4	0
HBASE-11750	0	235	1	4	0	2	0
HBASE-4207	0	373	1	3	0	3	0
HBASE-21986	0	1	1	3	1	7	0
HBASE-4349	0	1437	0	3	0	4	0
HBASE-4349	1437	2808	0	3	1	4	0
HBASE-17315	0	31	1	3	1	7	0
HBASE-11107	0	3	0	5	0	3	0
HBASE-11107	3	37	0	5	1	3	0
HBASE-11107	37	43	1	5	1	3	0
HBASE-8336	0	40	1	4	0	1	0
HBASE-13692	0	1463	0	4	0	1	0
HBASE-22187	0	4	1	5	1	3	0
HBASE-13619	0	8	0	4	0	4	0
HBASE-13619	8	1472	0	4	1	4	0
HBASE-2646	0	339	1	2	0	4	1
HBASE-12222	0	1679	0	3	0	1	0
HBASE-6515	0	413	1	2	0	1	1
HBASE-8187	0	6	1	1	0	1	0
HBASE-20272	0	2	1	3	1	6	0
HBASE-21811	0	3	1	1	1	1	0
HBASE-14881	0	231	0	3	0	4	0
