issuekey	start	end	is_dead	priority	is_assigned	issuetype	has_priority_change
HBASE-6451	0	225	1	4	1	4	0
HBASE-15402	0	563	1	3	0	7	0
HBASE-2505	0	1538	1	3	0	1	0
HBASE-10339	0	1	1	3	1	1	0
HBASE-5328	0	47	0	3	0	3	0
HBASE-5328	47	48	1	3	1	3	0
HBASE-3249	0	4	1	3	0	1	0
HBASE-4639	0	7	1	4	1	4	0
HBASE-17957	0	7	1	4	1	1	1
HBASE-21228	0	2	1	2	1	1	0
HBASE-20870	0	9	1	4	1	1	0
HBASE-6719	0	2444	0	2	1	1	0
HBASE-4117	0	39	1	4	1	2	0
HBASE-10365	0	4	0	3	0	1	0
HBASE-10365	4	7	1	3	1	1	0
HBASE-2616	0	10	0	2	0	1	0
HBASE-2616	10	24	1	2	1	1	0
HBASE-1812	0	2	1	3	0	1	0
HBASE-14442	0	290	1	3	1	1	1
HBASE-10479	0	4	1	3	1	4	0
HBASE-1918	0	1	1	3	1	4	0
HBASE-21	0	104	1	3	0	1	0
HBASE-523	0	22	1	1	1	5	0
HBASE-15672	0	1	0	3	0	1	0
HBASE-15672	1	2	1	3	1	1	0
HBASE-8963	0	232	0	3	0	4	0
HBASE-8963	232	756	0	3	1	4	0
HBASE-8963	756	1654	0	3	1	4	0
HBASE-8963	1654	2130	0	2	1	4	1
HBASE-14296	0	1361	0	4	1	1	0
HBASE-1567	0	1	1	1	1	1	0
HBASE-5862	0	3	1	4	1	4	0
HBASE-2139	0	1	1	3	0	4	0
HBASE-4458	0	2793	0	3	0	4	0
HBASE-990	0	7	1	3	1	1	0
HBASE-21461	0	188	0	4	1	2	0
HBASE-7563	0	2	1	4	1	7	1
HBASE-18088	0	13	1	5	1	1	0
HBASE-18342	0	6	1	3	1	7	0
HBASE-16494	0	995	0	3	1	7	0
HBASE-6168	0	1	1	4	1	4	0
HBASE-12281	0	4	1	3	1	1	0
HBASE-6551	0	11	1	3	1	2	0
HBASE-15676	0	9	1	3	0	1	0
HBASE-6555	0	2111	0	5	0	4	0
HBASE-6555	2111	2470	0	5	1	4	0
HBASE-12132	0	13	1	4	0	1	0
HBASE-22335	0	16	0	3	1	1	0
HBASE-17679	0	1	1	5	1	1	0
HBASE-4156	0	7	1	5	0	1	0
HBASE-10873	0	25	1	3	1	4	0
HBASE-22186	0	8	1	5	1	3	0
HBASE-16322	0	388	1	3	0	7	0
HBASE-16296	0	4	0	3	0	1	0
HBASE-16296	4	5	1	3	1	1	0
HBASE-12503	0	1004	1	3	0	7	0
HBASE-366	0	1	0	3	0	1	0
HBASE-366	1	31	1	3	0	1	0
HBASE-4110	0	17	1	4	1	4	0
HBASE-5469	0	29	1	4	1	4	0
HBASE-3160	0	2	1	3	1	4	0
HBASE-5296	0	1169	1	3	1	4	0
HBASE-15281	0	71	0	4	1	2	0
HBASE-15281	71	75	1	3	1	2	1
HBASE-21141	0	58	0	3	0	6	0
HBASE-21141	58	75	1	3	1	6	0
HBASE-16963	0	1	1	3	0	7	0
HBASE-7193	0	470	0	4	0	4	0
HBASE-7193	470	1770	1	4	1	4	0
HBASE-7520	0	1	0	2	0	1	0
HBASE-7520	1	46	1	2	1	1	0
HBASE-3077	0	1381	1	3	0	1	0
HBASE-6035	0	13	1	3	1	1	0
HBASE-3610	0	7	1	5	1	4	0
HBASE-19560	0	89	1	3	0	3	0
HBASE-17596	0	2	1	3	1	7	0
HBASE-18535	0	646	0	3	0	7	0
HBASE-17098	0	912	0	3	0	1	0
HBASE-7909	0	2274	0	4	0	3	0
HBASE-1470	0	39	1	3	0	1	0
HBASE-6980	0	121	1	3	1	2	0
HBASE-7622	0	5	1	3	1	7	0
HBASE-2379	0	332	1	3	0	1	0
HBASE-15302	0	30	0	3	1	7	0
HBASE-15302	30	472	1	3	1	1	0
HBASE-9744	0	1	1	4	1	4	0
HBASE-15714	0	6	0	3	0	1	0
HBASE-15714	6	7	1	3	1	1	0
HBASE-14940	0	18	1	3	1	1	0
HBASE-17907	0	52	0	3	0	7	0
HBASE-17907	52	55	1	3	1	7	0
HBASE-18116	0	257	0	3	0	1	0
HBASE-18116	257	324	0	3	1	1	0
HBASE-18116	324	356	0	3	0	1	0
HBASE-18116	356	372	1	3	1	1	0
HBASE-14886	0	6	1	2	0	1	0
HBASE-20273	0	5	1	3	0	7	0
HBASE-13820	0	1	1	2	1	1	0
HBASE-14340	0	79	1	4	1	2	0
HBASE-8680	0	3	1	3	1	1	0
HBASE-2026	0	26	1	3	0	1	0
HBASE-2387	0	1504	0	4	1	2	0
HBASE-2387	1504	1532	1	4	0	2	0
HBASE-2016	0	186	0	3	1	7	0
HBASE-2016	186	1440	1	3	1	7	0
HBASE-17653	0	1	1	3	1	1	0
HBASE-21532	0	167	0	4	0	1	0
HBASE-1305	0	75	1	3	0	3	0
HBASE-7993	0	15	1	3	1	1	0
HBASE-12668	0	2	1	3	1	4	0
HBASE-21127	0	2	0	3	0	1	0
HBASE-21127	2	7	1	3	1	1	0
HBASE-12727	0	1609	0	3	0	4	0
HBASE-3133	0	1	1	4	1	4	0
HBASE-3396	0	2	1	3	1	1	0
HBASE-20229	0	9	1	3	1	1	0
HBASE-10945	0	362	1	3	1	4	0
HBASE-6812	0	842	1	3	0	1	0
HBASE-20689	0	6	1	1	1	1	0
HBASE-17617	0	189	1	4	1	1	0
HBASE-4825	0	3	1	3	1	1	0
HBASE-5991	0	1	0	3	0	4	0
HBASE-5991	1	57	0	3	1	4	0
HBASE-5991	57	58	0	3	0	4	0
HBASE-5991	58	211	1	3	1	4	0
HBASE-7719	0	27	1	4	1	1	0
HBASE-22238	0	2	1	3	1	7	0
HBASE-19276	0	1	1	3	1	7	0
HBASE-5722	0	55	1	3	1	1	0
HBASE-18391	0	120	0	1	0	3	1
HBASE-18391	120	248	1	1	0	7	1
HBASE-9057	0	2119	0	3	1	7	0
HBASE-12705	0	1001	1	3	1	4	0
HBASE-7685	0	3	1	3	0	1	0
HBASE-14695	0	3	1	4	1	1	0
HBASE-12003	0	12	1	5	1	4	0
HBASE-16059	0	3	1	3	1	1	0
HBASE-2745	0	895	1	3	1	7	0
HBASE-5353	0	1169	1	4	0	4	0
HBASE-17609	0	2	1	3	1	3	0
HBASE-9256	0	1	1	3	1	1	0
HBASE-15557	0	939	0	2	0	1	0
HBASE-15557	939	953	1	2	1	1	0
HBASE-17508	0	8	0	3	0	3	0
HBASE-17508	8	11	0	3	1	3	0
HBASE-17508	11	14	1	3	1	7	0
HBASE-16067	0	1060	0	3	0	2	0
HBASE-6876	0	2	1	3	1	4	0
HBASE-19195	0	2	1	3	1	1	0
HBASE-16116	0	4	0	5	0	4	0
HBASE-16116	4	402	1	5	1	4	0
HBASE-13260	0	884	0	3	1	1	0
HBASE-13260	884	1521	0	2	1	1	1
HBASE-6455	0	47	1	4	1	1	0
HBASE-5487	0	295	0	3	0	2	0
HBASE-5487	295	324	0	3	1	2	0
HBASE-5487	324	500	0	3	0	2	0
HBASE-5487	500	596	0	2	0	2	1
HBASE-5487	596	1281	0	2	1	2	1
HBASE-5487	1281	2634	0	2	0	2	1
HBASE-3118	0	1370	1	3	0	4	0
HBASE-9410	0	1047	1	3	0	1	0
HBASE-2855	0	1419	1	4	0	2	0
HBASE-9107	0	1	1	3	1	6	0
HBASE-13178	0	1529	0	3	1	7	0
HBASE-13834	0	2	1	3	1	1	1
HBASE-2578	0	5	0	3	0	4	0
HBASE-2578	5	18	1	3	1	4	0
HBASE-1748	0	933	1	5	0	1	0
HBASE-6368	0	299	1	2	1	1	0
HBASE-8545	0	7	1	3	1	1	0
HBASE-18248	0	50	1	3	1	4	0
HBASE-3305	0	2	0	3	0	4	0
HBASE-3305	2	56	1	3	1	4	0
HBASE-17929	0	2	1	3	1	7	0
HBASE-17610	0	828	0	4	1	1	0
HBASE-7218	0	87	0	4	1	7	0
HBASE-7218	87	876	0	4	1	2	0
HBASE-7218	876	1761	0	4	1	2	0
HBASE-7218	1761	2362	0	4	0	2	0
HBASE-15324	0	34	1	3	1	1	0
HBASE-7312	0	2348	0	4	0	4	0
HBASE-21994	0	72	0	3	1	4	0
HBASE-774	0	176	1	2	0	1	1
HBASE-12943	0	1568	0	3	1	1	0
HBASE-4310	0	3	1	4	1	7	0
HBASE-2454	0	46	1	3	0	3	0
HBASE-8793	0	1	1	4	1	1	0
HBASE-11026	0	5	1	3	1	4	0
HBASE-13871	0	1	1	3	1	7	0
HBASE-7487	0	2324	0	3	0	7	0
HBASE-18317	0	1	0	3	0	7	0
HBASE-18317	1	4	1	3	1	7	0
HBASE-4508	0	13	0	3	0	1	0
HBASE-4508	13	27	1	3	1	1	0
HBASE-2648	0	1441	1	3	0	4	0
HBASE-18344	0	5	1	5	1	3	0
HBASE-20353	0	1	1	1	0	1	0
HBASE-6232	0	2523	0	3	0	1	0
HBASE-934	0	684	1	3	0	1	0
HBASE-1367	0	1	0	3	0	1	0
HBASE-1367	1	2	1	3	1	7	0
HBASE-13162	0	7	1	4	1	4	0
HBASE-10795	0	81	1	5	1	6	1
HBASE-2535	0	2380	1	3	0	4	0
HBASE-5728	0	130	0	3	0	4	0
HBASE-5728	130	132	1	3	1	4	0
HBASE-4275	0	1	1	3	0	4	0
HBASE-16836	0	3	0	3	0	7	0
HBASE-16836	3	4	1	3	1	7	0
HBASE-10970	0	8	0	3	1	1	0
HBASE-10970	8	10	1	3	1	1	0
HBASE-5145	0	183	0	3	0	7	0
HBASE-5145	183	882	1	3	1	7	0
HBASE-1453	0	12	1	3	1	3	0
HBASE-12724	0	1	1	3	1	3	0
HBASE-15769	0	12	0	4	0	1	0
HBASE-15769	12	14	1	4	1	1	0
HBASE-1205	0	43	1	3	1	4	0
HBASE-11642	0	21	1	3	1	3	0
HBASE-1582	0	7	1	3	0	2	0
HBASE-8361	0	540	0	3	0	4	0
HBASE-8361	540	544	1	3	1	4	0
HBASE-14521	0	15	1	3	1	1	0
HBASE-21108	0	1	1	3	1	1	0
HBASE-6033	0	8	1	3	1	2	0
HBASE-10065	0	1	1	4	1	4	0
HBASE-3991	0	1981	1	3	1	13	0
HBASE-2699	0	30	0	2	0	7	0
HBASE-2699	30	85	1	2	1	7	0
HBASE-4136	0	917	1	3	0	1	0
HBASE-5277	0	361	1	3	0	3	0
HBASE-8161	0	6	1	4	1	1	0
HBASE-9474	0	2	1	3	1	1	0
HBASE-3643	0	778	0	2	0	4	0
HBASE-3643	778	2984	0	3	0	4	1
HBASE-12716	0	7	0	3	0	1	0
HBASE-12716	7	10	1	3	1	1	0
HBASE-22069	0	36	0	3	1	7	0
HBASE-22069	36	57	0	3	1	7	0
HBASE-8852	0	14	1	3	0	7	0
HBASE-18942	0	61	1	3	0	1	0
HBASE-3856	0	90	1	3	1	2	0
HBASE-4232	0	244	1	3	0	4	0
HBASE-8748	0	2161	0	3	0	13	0
HBASE-9729	0	232	1	3	0	1	0
HBASE-6506	0	655	1	4	0	1	0
HBASE-612	0	5	1	4	0	1	0
HBASE-12525	0	1238	1	4	1	7	0
HBASE-7236	0	48	0	3	1	2	0
HBASE-7236	48	132	1	3	1	14	0
HBASE-15407	0	8	0	3	0	7	0
HBASE-15407	8	32	1	3	1	7	0
HBASE-14802	0	3	1	3	1	1	0
HBASE-16474	0	1	1	3	1	7	0
HBASE-18636	0	635	0	4	0	7	0
HBASE-4363	0	5	0	3	0	1	0
HBASE-4363	5	6	1	3	1	1	0
HBASE-252	0	10	1	3	0	1	0
HBASE-21322	0	1	0	2	1	3	0
HBASE-21322	1	14	1	2	1	7	0
HBASE-16738	0	3	1	3	1	7	0
HBASE-514	0	2	0	3	0	1	0
HBASE-514	2	5	1	3	1	1	0
HBASE-19863	0	34	1	3	1	1	0
HBASE-2247	0	1434	1	3	0	4	0
HBASE-20739	0	4	0	3	0	4	0
HBASE-20739	4	5	1	3	1	4	0
HBASE-7585	0	1	1	5	1	4	0
HBASE-4287	0	16	1	3	1	4	0
HBASE-8849	0	35	1	3	1	1	0
HBASE-5973	0	2	1	3	1	4	0
HBASE-11106	0	340	1	4	0	1	0
HBASE-15779	0	1106	0	3	1	4	0
HBASE-20809	0	322	0	3	1	4	0
HBASE-12367	0	1	1	3	1	6	0
HBASE-15431	0	131	1	3	0	1	0
HBASE-6593	0	1	1	4	1	6	0
HBASE-19084	0	569	0	2	0	4	0
HBASE-12549	0	1	1	3	1	6	0
HBASE-22200	0	12	1	3	1	1	0
HBASE-4435	0	2796	0	4	0	4	0
HBASE-11935	0	2	0	2	1	1	0
HBASE-11935	2	156	1	2	0	1	0
HBASE-3387	0	7	1	3	1	1	0
HBASE-14339	0	6	1	4	0	1	0
HBASE-8079	0	2177	1	3	0	1	0
HBASE-8140	0	2	1	3	1	1	0
HBASE-17037	0	8	1	3	0	4	0
HBASE-5003	0	70	1	2	0	1	0
HBASE-788	0	13	1	3	0	1	0
HBASE-12	0	42	0	4	0	1	0
HBASE-12	42	131	1	4	1	1	0
HBASE-14005	0	1	1	5	0	1	0
HBASE-19433	0	3	1	2	1	1	0
HBASE-17152	0	16	1	3	1	2	0
HBASE-7592	0	1	1	5	1	1	0
HBASE-14977	0	7	1	4	1	1	0
HBASE-20571	0	5	1	3	1	1	0
HBASE-18982	0	583	0	4	0	1	1
HBASE-3393	0	3	1	3	1	7	0
HBASE-20985	0	13	1	3	1	4	0
HBASE-11432	0	3	1	3	1	1	0
HBASE-5720	0	3	1	1	0	1	0
HBASE-4752	0	8	1	4	1	4	0
HBASE-6560	0	8	1	4	0	1	0
HBASE-11331	0	91	1	3	1	4	0
HBASE-3269	0	1	1	2	1	1	0
HBASE-11704	0	26	1	3	0	1	0
HBASE-18084	0	5	1	3	1	1	0
HBASE-17636	0	79	1	3	0	1	0
HBASE-5279	0	28	1	2	0	1	0
HBASE-21708	0	2	1	2	1	3	0
HBASE-21579	0	21	0	3	0	7	0
HBASE-21579	21	22	1	3	1	7	0
HBASE-6707	0	1	0	3	0	1	0
HBASE-6707	1	4	0	2	0	1	1
HBASE-6707	4	95	1	2	1	1	1
HBASE-1200	0	20	0	3	1	3	0
HBASE-1200	20	432	0	3	1	3	0
HBASE-1200	432	460	1	3	1	3	0
HBASE-21210	0	1	1	3	1	7	0
HBASE-21568	0	4	1	3	1	1	0
HBASE-17422	0	862	0	3	0	3	0
HBASE-15440	0	1162	0	4	0	1	0
HBASE-9602	0	12	1	2	1	1	0
HBASE-21464	0	5	0	1	0	1	0
HBASE-21464	5	26	1	1	1	1	0
HBASE-15221	0	7	1	2	1	1	0
HBASE-18476	0	4	1	3	1	1	0
HBASE-2841	0	1422	1	5	0	4	0
HBASE-18387	0	19	0	4	0	4	0
HBASE-18387	19	26	1	4	1	4	0
HBASE-16235	0	1	1	5	1	1	0
HBASE-16107	0	1056	0	3	0	4	0
HBASE-1861	0	419	0	3	0	4	0
HBASE-1861	419	441	1	3	1	4	0
HBASE-11809	0	75	0	3	1	7	0
HBASE-11809	75	1728	0	3	1	7	0
HBASE-11353	0	2	1	3	1	1	0
HBASE-18206	0	13	0	3	0	4	0
HBASE-18206	13	706	0	4	0	4	1
HBASE-7606	0	83	0	3	0	7	0
HBASE-7606	83	85	1	3	1	7	0
HBASE-17713	0	188	0	4	0	1	0
HBASE-17713	188	189	1	4	1	1	0
HBASE-21024	0	4	0	4	0	4	0
HBASE-21024	4	281	0	4	1	4	0
HBASE-15761	0	3	1	3	1	7	0
HBASE-6666	0	137	1	3	0	1	0
HBASE-9400	0	19	1	4	1	1	1
HBASE-5577	0	406	1	3	1	4	0
HBASE-698	0	46	0	3	0	1	0
HBASE-698	46	95	0	3	1	1	0
HBASE-698	95	124	0	3	1	7	0
HBASE-698	124	136	0	1	1	1	1
HBASE-698	136	144	0	1	1	7	1
HBASE-698	144	315	0	1	1	1	1
HBASE-698	315	355	0	1	0	1	1
HBASE-698	355	390	1	1	1	1	1
HBASE-4908	0	8	1	3	1	7	0
HBASE-9884	0	28	1	3	1	4	0
HBASE-2698	0	49	0	2	0	7	0
HBASE-2698	49	85	1	2	1	7	0
HBASE-13012	0	20	0	3	1	7	0
HBASE-13012	20	22	1	3	1	7	0
HBASE-22326	0	17	0	4	1	7	0
HBASE-4694	0	1	1	3	1	4	0
HBASE-14438	0	593	1	4	0	1	0
HBASE-19835	0	17	0	4	0	1	0
HBASE-19835	17	480	0	4	1	1	0
HBASE-9461	0	8	1	3	1	1	0
HBASE-4677	0	6	1	3	1	7	0
HBASE-7833	0	13	1	3	0	1	0
HBASE-18177	0	20	0	3	0	1	0
HBASE-18177	20	35	1	3	1	1	0
HBASE-11631	0	1	1	4	1	4	0
HBASE-13299	0	1	0	2	0	1	1
HBASE-13299	1	18	1	2	1	1	1
HBASE-12219	0	20	0	3	1	1	0
HBASE-12219	20	27	1	3	1	1	0
HBASE-6100	0	92	1	3	0	1	0
HBASE-95	0	3	0	4	0	1	0
HBASE-95	3	13	0	4	1	1	0
HBASE-95	13	14	1	4	0	1	0
HBASE-6634	0	26	1	5	1	1	0
HBASE-16520	0	1	1	3	1	1	0
HBASE-20760	0	250	1	3	0	3	0
HBASE-2943	0	2	1	2	0	1	0
HBASE-15041	0	627	0	3	0	14	0
HBASE-15041	627	1238	0	3	1	14	0
HBASE-21258	0	2	1	3	1	6	0
HBASE-11318	0	52	0	3	1	7	0
HBASE-11318	52	55	1	3	1	7	0
HBASE-16054	0	3	1	3	1	1	0
HBASE-10596	0	2	0	3	1	3	0
HBASE-10596	2	5	0	5	1	3	1
HBASE-10596	5	89	0	4	1	3	1
HBASE-10596	89	1908	0	5	1	3	1
HBASE-10134	0	1	0	4	0	3	0
HBASE-10134	1	8	1	4	1	3	0
HBASE-11408	0	272	0	3	0	1	0
HBASE-11408	272	1787	0	4	0	1	1
HBASE-4059	0	3	1	3	1	1	0
HBASE-6217	0	2526	0	3	1	4	0
HBASE-10961	0	1	1	4	1	7	0
HBASE-4521	0	29	1	3	0	3	0
HBASE-1087	0	3	1	2	1	1	0
HBASE-4376	0	353	1	3	0	3	0
HBASE-20144	0	1	1	3	1	1	0
HBASE-18216	0	274	1	3	1	1	0
HBASE-14449	0	1	1	3	1	1	0
HBASE-3002	0	9	1	4	1	4	0
HBASE-19600	0	4	1	3	1	1	0
HBASE-17651	0	820	0	3	1	7	0
HBASE-19852	0	139	1	3	1	4	0
HBASE-3789	0	42	0	1	0	4	0
HBASE-3789	42	61	1	1	1	4	0
HBASE-16207	0	1	1	3	1	1	0
HBASE-20850	0	5	1	3	1	7	0
HBASE-7694	0	1	1	2	1	1	1
HBASE-18649	0	43	1	3	1	4	0
HBASE-12953	0	1	0	2	0	1	0
HBASE-12953	1	17	0	2	1	1	0
HBASE-12953	17	22	1	2	1	1	0
HBASE-14830	0	27	1	3	1	1	0
HBASE-5230	0	6	0	4	1	6	0
HBASE-5230	6	22	1	4	1	4	0
HBASE-15926	0	2	0	3	0	7	0
HBASE-15926	2	7	1	3	1	7	0
HBASE-20040	0	33	0	4	0	4	0
HBASE-20040	33	128	1	4	1	4	0
HBASE-6866	0	67	0	3	1	7	0
HBASE-6866	67	111	0	3	1	7	0
HBASE-6866	111	119	0	3	0	7	0
HBASE-6866	119	2427	0	3	0	2	0
HBASE-11519	0	1766	0	3	0	3	0
HBASE-5910	0	140	1	3	1	4	0
HBASE-12301	0	1	0	3	0	1	0
HBASE-12301	1	2	1	3	1	1	0
HBASE-13603	0	1477	0	4	1	6	0
HBASE-13579	0	14	1	3	1	7	0
HBASE-15638	0	99	0	3	0	1	0
HBASE-15638	99	100	0	2	0	1	1
HBASE-15638	100	175	1	2	1	1	1
HBASE-20174	0	1	1	3	1	1	0
HBASE-15363	0	1172	0	3	1	4	0
HBASE-2211	0	2	1	3	0	2	0
HBASE-4188	0	37	1	2	1	4	0
HBASE-13667	0	402	1	3	1	1	0
HBASE-10229	0	4	1	3	1	4	0
HBASE-16187	0	2	1	3	1	1	0
HBASE-17752	0	15	0	3	0	7	0
HBASE-17752	15	105	1	3	1	7	0
HBASE-12575	0	11	0	3	0	7	0
HBASE-12575	11	14	1	3	1	7	0
HBASE-6575	0	653	1	4	0	4	0
HBASE-4496	0	5	1	3	1	1	0
HBASE-8080	0	7	1	3	1	4	0
HBASE-6193	0	2533	0	3	0	2	0
HBASE-8567	0	1	1	3	1	1	0
HBASE-7050	0	2394	0	4	0	3	0
HBASE-4304	0	59	1	2	1	1	0
HBASE-19926	0	2	1	3	1	1	0
HBASE-14732	0	5	1	3	1	3	0
HBASE-7325	0	239	1	4	0	1	0
HBASE-2300	0	65	1	4	0	7	0
HBASE-5918	0	49	1	3	1	1	0
HBASE-10319	0	23	0	3	0	1	0
HBASE-10319	23	24	1	3	1	1	0
HBASE-17974	0	748	0	4	0	4	0
HBASE-17060	0	131	1	3	1	7	0
HBASE-7712	0	1	1	3	1	3	0
HBASE-5928	0	1	1	4	1	1	0
HBASE-13836	0	6	1	3	1	7	0
HBASE-19848	0	2	0	3	0	1	0
HBASE-19848	2	10	1	3	1	1	0
HBASE-21460	0	6	1	3	1	4	0
HBASE-17333	0	1	1	2	1	1	1
HBASE-15674	0	2	0	3	0	1	0
HBASE-15674	2	3	1	3	1	1	0
HBASE-20876	0	6	1	4	1	4	0
HBASE-6611	0	62	1	3	1	1	0
HBASE-14589	0	5	0	3	0	7	0
HBASE-14589	5	25	1	3	1	7	0
HBASE-5525	0	217	0	3	0	2	0
HBASE-5525	217	394	1	3	1	2	0
HBASE-6941	0	1617	1	3	1	1	0
HBASE-7500	0	54	1	4	0	1	0
HBASE-15489	0	1154	0	3	0	4	0
HBASE-14140	0	310	1	3	1	2	0
HBASE-16091	0	12	1	3	1	1	0
HBASE-4681	0	15	1	3	0	1	0
HBASE-18955	0	588	0	2	1	1	0
HBASE-1401	0	4	0	3	1	1	0
HBASE-1401	4	8	1	1	1	1	1
HBASE-6721	0	1048	0	3	1	2	0
HBASE-6721	1048	1287	1	3	1	2	0
HBASE-14403	0	1	1	3	1	3	0
HBASE-21142	0	255	0	3	0	7	0
HBASE-9963	0	1	1	4	1	4	0
HBASE-13779	0	10	1	3	1	1	0
HBASE-10974	0	1858	0	3	1	4	0
HBASE-21370	0	205	0	3	0	3	0
HBASE-18366	0	3	0	3	1	1	0
HBASE-18366	3	6	0	1	1	1	1
HBASE-18366	6	233	0	1	1	1	1
HBASE-18366	233	349	1	3	1	1	1
HBASE-4485	0	53	1	3	1	7	0
HBASE-7669	0	2	1	3	1	1	0
HBASE-9243	0	2	0	4	0	4	0
HBASE-9243	2	3	1	4	1	4	0
HBASE-11840	0	222	1	5	0	1	0
HBASE-10896	0	1870	0	3	0	3	0
HBASE-16269	0	1029	0	4	0	1	0
HBASE-94	0	2	1	4	0	1	0
HBASE-15467	0	95	1	3	1	1	0
HBASE-19222	0	501	0	3	0	7	0
HBASE-19222	501	529	1	3	1	7	0
HBASE-15484	0	248	0	3	1	1	0
HBASE-15484	248	332	0	3	1	7	0
HBASE-15484	332	354	1	1	1	7	1
HBASE-6752	0	11	0	4	0	4	0
HBASE-6752	11	95	0	4	1	4	0
HBASE-6752	95	128	0	4	0	4	0
HBASE-6752	128	2439	0	3	0	4	1
HBASE-19072	0	1	1	3	1	1	0
HBASE-2206	0	6	1	3	0	1	0
HBASE-4503	0	1	0	3	0	4	0
HBASE-4503	1	2	1	3	1	4	0
HBASE-20104	0	13	1	3	1	1	0
HBASE-15823	0	4	1	3	1	7	0
HBASE-5049	0	2	1	5	1	1	0
HBASE-9605	0	3	0	3	0	4	0
HBASE-9605	3	46	1	3	1	4	0
HBASE-8360	0	2	1	3	1	1	0
HBASE-17001	0	35	0	3	0	7	0
HBASE-17001	35	100	1	3	1	7	0
HBASE-21530	0	168	0	4	0	4	0
HBASE-16931	0	9	1	2	1	1	1
HBASE-13077	0	4	1	3	1	1	0
HBASE-1921	0	9	1	3	1	1	0
HBASE-395	0	20	1	4	0	1	0
HBASE-9874	0	5	1	3	1	1	0
HBASE-11909	0	1	1	4	1	2	0
HBASE-19662	0	7	1	4	1	1	0
HBASE-5157	0	1095	1	3	0	1	0
HBASE-18012	0	2	0	3	0	7	0
HBASE-18012	2	7	1	3	1	7	0
HBASE-15620	0	17	1	3	1	7	0
HBASE-18987	0	40	1	4	1	1	0
HBASE-15386	0	48	1	3	1	7	0
HBASE-12622	0	2	1	3	1	1	0
HBASE-16728	0	303	1	3	0	3	0
HBASE-18529	0	647	0	3	1	1	0
HBASE-7641	0	34	0	3	0	1	0
HBASE-7641	34	37	1	3	1	1	0
HBASE-5305	0	64	0	3	0	4	0
HBASE-5305	64	343	0	1	0	4	1
HBASE-5305	343	346	1	3	0	4	1
HBASE-1353	0	1905	1	3	0	1	0
HBASE-19011	0	579	0	3	0	7	0
HBASE-22289	0	24	0	3	1	1	0
HBASE-9812	0	28	1	4	0	6	0
HBASE-18765	0	2	1	4	1	1	0
HBASE-7408	0	421	0	4	0	4	0
HBASE-7408	421	1131	1	4	1	4	0
HBASE-12523	0	15	1	4	1	7	0
HBASE-9408	0	2084	0	3	1	1	0
HBASE-18748	0	620	0	3	0	2	0
HBASE-18530	0	1	1	3	0	2	0
HBASE-5655	0	4	1	3	1	4	0
HBASE-12956	0	2	0	3	0	1	0
HBASE-12956	2	3	1	1	1	1	1
HBASE-10211	0	5	1	3	1	4	0
HBASE-7632	0	170	1	3	0	1	0
HBASE-5859	0	1083	1	4	0	4	0
HBASE-3390	0	1305	1	3	0	1	0
HBASE-17269	0	10	1	4	1	6	0
HBASE-19071	0	4	1	3	0	1	0
HBASE-802	0	4	1	3	0	2	0
HBASE-9085	0	1	0	3	1	6	0
HBASE-9085	1	3	1	3	1	1	0
HBASE-7683	0	25	1	3	0	1	0
HBASE-15902	0	180	0	3	0	7	0
HBASE-15902	180	194	1	3	1	7	0
HBASE-11484	0	1772	0	4	0	2	0
HBASE-59	0	35	0	4	0	1	0
HBASE-59	35	1536	1	5	0	4	1
HBASE-19260	0	2	1	3	1	1	0
HBASE-4664	0	947	0	3	0	7	0
HBASE-4664	947	2760	0	3	1	7	0
HBASE-12864	0	6	0	3	0	1	0
HBASE-12864	6	7	1	3	1	1	0
HBASE-8517	0	8	0	3	1	1	0
HBASE-8517	8	16	1	1	1	1	1
HBASE-10675	0	5	1	3	1	1	0
HBASE-15222	0	11	0	3	1	4	0
HBASE-15222	11	12	0	2	1	4	1
HBASE-15222	12	19	1	2	1	4	1
HBASE-17030	0	4	1	5	1	7	0
HBASE-4588	0	8	1	4	1	1	0
HBASE-10719	0	1	1	3	1	7	0
HBASE-3425	0	137	1	3	0	1	0
HBASE-10755	0	3	1	4	0	1	0
HBASE-10994	0	1255	0	4	1	14	0
HBASE-10994	1255	1856	0	4	0	14	0
HBASE-18179	0	6	0	3	0	1	0
HBASE-18179	6	7	1	3	1	1	0
HBASE-11892	0	5	0	5	0	1	0
HBASE-11892	5	11	1	5	1	1	0
HBASE-10249	0	21	0	3	1	1	0
HBASE-10249	21	25	1	3	1	1	0
HBASE-22120	0	14	0	3	0	1	0
HBASE-22120	14	50	0	3	1	1	0
HBASE-21740	0	45	1	3	1	1	0
HBASE-2623	0	1510	1	3	0	4	0
HBASE-21934	0	8	0	3	1	7	0
HBASE-21934	8	13	1	1	1	7	1
HBASE-5996	0	1064	1	4	1	4	0
HBASE-2394	0	187	1	4	0	4	0
HBASE-5622	0	911	0	4	0	7	0
HBASE-5622	911	2238	0	4	1	7	0
HBASE-5622	2238	2611	0	4	0	7	0
HBASE-6366	0	59	1	3	1	4	0
HBASE-7405	0	1	0	3	1	1	0
HBASE-7405	1	16	1	3	1	7	0
HBASE-7655	0	386	0	4	0	4	0
HBASE-7655	386	2303	0	4	1	4	0
HBASE-1992	0	519	1	3	0	1	0
HBASE-21589	0	4	0	1	0	1	0
HBASE-21589	4	5	1	1	1	1	0
