issuekey	start	end	is_dead	priority	is_assigned	issuetype	has_priority_change	has_desc_change	comment_count
HBASE-7405	0	1	0	3	1	1	0	0	2
HBASE-7405	1	2	0	3	1	7	0	0	13
HBASE-7405	2	3	0	3	1	7	0	0	16
HBASE-7405	3	15	0	3	1	7	0	0	20
HBASE-7405	15	16	1	3	1	7	0	0	24
HBASE-7655	0	386	0	4	0	4	0	0	1
HBASE-7655	386	2308	0	4	1	4	0	0	1
HBASE-1992	0	519	1	3	0	1	0	0	1
HBASE-21589	0	1	0	1	0	1	0	0	3
HBASE-21589	1	4	0	1	0	1	0	0	13
HBASE-21589	4	5	1	1	1	1	0	0	14
HBASE-8563	0	1	1	3	1	1	0	0	2
HBASE-18830	0	1	0	3	1	1	0	0	1
HBASE-18830	1	11	1	3	1	1	0	0	2
HBASE-3502	0	1	0	2	0	1	0	0	1
HBASE-3502	1	2	1	2	1	1	0	0	6
HBASE-18690	0	1	0	4	0	1	0	0	1
HBASE-18690	1	21	0	4	1	3	0	0	9
HBASE-18690	21	58	0	4	1	3	0	1	12
HBASE-18690	58	59	1	4	1	3	0	1	13
HBASE-13796	0	1	1	4	1	1	0	0	3
HBASE-18350	0	11	0	3	0	1	0	0	1
HBASE-18350	11	32	0	3	1	1	0	0	1
HBASE-18350	32	77	0	1	1	1	1	0	2
HBASE-18350	77	84	0	1	0	1	1	0	3
HBASE-18350	84	92	0	1	1	1	1	0	3
HBASE-18350	92	93	0	1	1	1	1	0	7
HBASE-18350	93	94	0	1	1	1	1	0	10
HBASE-18350	94	95	0	1	1	1	1	0	14
HBASE-18350	95	98	0	1	1	1	1	0	18
HBASE-18350	98	99	1	1	1	1	1	0	21
HBASE-12777	0	13	0	3	1	1	0	0	1
HBASE-12777	13	14	1	3	1	1	0	0	3
HBASE-5628	0	2	0	3	0	4	0	1	1
HBASE-5628	2	11	0	3	0	4	0	1	2
HBASE-5628	11	1113	1	3	0	4	0	1	3
HBASE-21110	0	3	0	3	0	3	0	1	2
HBASE-21110	3	224	0	3	0	3	0	1	5
HBASE-21110	224	227	0	3	0	3	0	1	6
HBASE-21110	227	270	0	3	0	3	0	1	7
HBASE-2844	0	19	0	4	1	4	0	0	2
HBASE-2844	19	22	0	4	1	4	0	0	3
HBASE-2844	22	23	0	4	1	4	0	0	7
HBASE-2844	23	46	1	4	1	4	0	0	9
HBASE-20908	0	1	0	3	1	1	0	0	1
HBASE-20908	1	2	0	3	1	1	0	0	6
HBASE-20908	2	3	0	3	1	1	0	0	11
HBASE-20908	3	5	1	3	1	1	0	0	16
HBASE-9325	0	5	1	4	1	2	0	1	1
HBASE-12651	0	1	0	3	1	4	0	0	4
HBASE-12651	1	8	1	3	1	4	0	0	5
HBASE-21159	0	4	0	3	0	7	0	0	2
HBASE-21159	4	33	0	3	1	7	0	0	3
HBASE-21159	33	92	0	3	1	7	0	0	5
HBASE-21159	92	113	0	3	1	7	0	0	6
HBASE-21159	113	114	0	3	1	7	0	0	7
HBASE-21159	114	118	0	3	1	7	0	0	8
HBASE-21159	118	119	0	3	1	7	0	0	9
HBASE-21159	119	120	0	3	1	7	0	0	11
HBASE-21159	120	123	0	3	1	7	0	0	12
HBASE-21159	123	124	1	3	1	7	0	1	18
HBASE-18656	0	1	0	3	0	7	0	0	1
HBASE-18656	1	2	1	3	1	7	0	0	6
HBASE-4716	0	1	1	3	1	1	0	0	8
HBASE-6114	0	1	0	3	1	4	0	1	1
HBASE-6114	1	2	0	3	1	4	0	1	2
HBASE-6114	2	3	1	3	1	4	0	1	8
HBASE-17931	0	1	0	1	0	1	0	1	4
HBASE-17931	1	21	0	1	0	1	0	1	7
HBASE-17931	21	23	0	1	1	1	0	1	7
HBASE-17931	23	52	0	1	1	1	0	1	13
HBASE-17931	52	63	0	1	1	1	0	1	14
HBASE-17931	63	67	0	1	1	1	0	1	17
HBASE-17931	67	71	0	1	1	1	0	1	24
HBASE-17931	71	72	0	1	1	1	0	1	26
HBASE-17931	72	73	0	1	1	1	0	1	28
HBASE-17931	73	74	0	1	1	1	0	1	30
HBASE-17931	74	77	0	1	1	1	0	1	33
HBASE-17931	77	78	0	1	1	1	0	1	35
HBASE-17931	78	79	0	1	1	1	0	1	37
HBASE-17931	79	80	1	1	1	1	0	1	40
HBASE-14354	0	1	1	5	1	1	0	0	6
HBASE-12044	0	1	0	4	1	1	0	0	4
HBASE-12044	1	2	1	4	1	1	0	0	8
HBASE-3367	0	1	0	1	0	1	0	0	1
HBASE-3367	1	2	1	1	0	1	0	0	3
HBASE-4514	0	1290	1	3	0	4	0	0	1
HBASE-11132	0	1040	1	3	0	3	0	0	1
HBASE-3980	0	2	0	3	0	4	0	0	1
HBASE-3980	2	3	0	3	0	4	0	0	3
HBASE-3980	3	1400	1	3	0	4	0	0	9
HBASE-17403	0	1	0	3	1	1	0	0	2
HBASE-17403	1	2	1	3	1	1	0	0	4
HBASE-4920	0	8	0	3	0	3	0	0	5
HBASE-4920	8	52	0	3	0	3	0	0	7
HBASE-4920	52	53	0	3	0	3	0	0	12
HBASE-4920	53	72	0	3	0	3	0	0	16
HBASE-4920	72	73	0	3	0	3	0	0	20
HBASE-4920	73	74	0	3	0	3	0	0	23
HBASE-4920	74	209	0	3	0	3	0	0	25
HBASE-4920	209	824	0	3	0	3	0	0	30
HBASE-4920	824	825	0	3	0	3	0	0	35
HBASE-4920	825	832	0	3	0	3	0	0	36
HBASE-4920	832	833	0	3	0	3	0	0	39
HBASE-4920	833	888	0	3	0	3	0	0	40
HBASE-4920	888	894	0	3	0	3	0	0	41
HBASE-4920	894	895	0	3	0	3	0	0	42
HBASE-4920	895	896	0	3	0	3	0	0	45
HBASE-4920	896	918	0	3	0	3	0	0	47
HBASE-4920	918	925	0	3	0	3	0	0	57
HBASE-4920	925	988	0	3	0	3	0	0	58
HBASE-4920	988	991	0	3	0	3	0	0	65
HBASE-4920	991	992	0	3	0	3	0	0	70
HBASE-4920	992	1000	0	3	0	3	0	0	71
HBASE-4920	1000	1001	1	3	0	3	0	0	72
HBASE-4352	0	4	0	3	0	1	0	0	1
HBASE-4352	4	5	0	3	1	1	0	0	1
HBASE-4352	5	7	0	3	1	1	0	0	2
HBASE-4352	7	11	0	3	1	1	0	0	3
HBASE-4352	11	12	0	3	1	1	0	0	4
HBASE-4352	12	18	0	3	1	1	0	0	7
HBASE-4352	18	19	0	3	1	1	0	0	10
HBASE-4352	19	77	0	3	1	1	0	0	12
HBASE-4352	77	83	0	1	1	1	1	0	13
HBASE-4352	83	91	0	1	1	1	1	0	14
HBASE-4352	91	92	0	1	1	1	1	0	15
HBASE-4352	92	1216	1	1	1	1	1	0	21
HBASE-21353	0	3	1	3	0	6	0	0	1
HBASE-12598	0	1	0	3	1	4	0	0	5
HBASE-12598	1	3	1	3	1	4	0	0	6
HBASE-1801	0	27	0	3	0	1	0	0	2
HBASE-1801	27	28	0	3	0	1	0	0	4
HBASE-1801	28	999	0	3	0	1	0	0	5
HBASE-1801	999	1000	1	3	0	1	0	0	6
HBASE-9604	0	383	0	3	0	3	0	0	2
HBASE-9604	383	516	0	3	1	3	0	0	4
HBASE-9604	516	518	1	3	1	3	0	0	6
HBASE-522	0	37	0	5	0	2	0	0	1
HBASE-522	37	59	1	5	0	2	0	0	5
HBASE-6692	0	1	1	3	1	1	0	0	3
HBASE-10660	0	1	0	3	1	1	0	0	3
HBASE-10660	1	2	0	3	1	1	0	0	6
HBASE-10660	2	3	0	3	1	1	0	0	9
HBASE-10660	3	5	1	3	1	1	0	0	21
HBASE-19963	0	62	0	3	0	3	0	0	1
HBASE-19963	62	67	1	3	1	3	0	0	5
HBASE-11299	0	432	1	4	0	1	0	0	1
HBASE-5141	0	1	1	1	0	1	0	0	7
HBASE-13751	0	1	0	3	0	5	0	0	2
HBASE-13751	1	1460	0	3	0	5	0	1	3
HBASE-18805	0	1	0	3	0	7	0	0	1
HBASE-18805	1	17	0	3	0	1	0	0	3
HBASE-18805	17	29	0	3	0	5	0	0	3
HBASE-18805	29	30	0	3	0	5	0	0	4
HBASE-18805	30	34	0	3	0	5	0	0	5
HBASE-18805	34	65	1	3	1	5	0	0	5
HBASE-21093	0	1	0	3	1	7	0	1	10
HBASE-21093	1	2	0	3	1	7	0	1	11
HBASE-21093	2	194	1	3	1	7	0	1	12
HBASE-8779	0	26	1	3	0	2	0	0	5
HBASE-1967	0	392	1	4	1	1	0	0	2
HBASE-12355	0	1	0	3	1	7	0	0	4
HBASE-12355	1	2	1	3	1	7	0	0	11
HBASE-15116	0	1222	0	4	0	5	0	0	1
HBASE-6018	0	1	1	3	1	1	0	0	7
HBASE-2242	0	1	1	2	1	7	1	0	2
HBASE-18694	0	269	0	3	0	1	0	0	1
HBASE-18694	269	270	0	3	0	1	0	0	2
HBASE-18694	270	271	0	3	1	1	0	0	5
HBASE-18694	271	633	0	3	1	1	0	0	6
HBASE-6219	0	1	0	4	0	1	0	0	2
HBASE-6219	1	2	0	1	0	1	1	0	5
HBASE-6219	2	11	0	1	0	1	1	0	6
HBASE-6219	11	24	0	1	1	1	1	0	10
HBASE-6219	24	25	1	1	1	1	1	0	16
HBASE-96	0	1	1	3	0	1	0	0	1
HBASE-6726	0	942	1	3	0	3	0	0	8
HBASE-21158	0	1	0	3	1	1	0	0	3
HBASE-21158	1	3	0	3	1	1	0	0	7
HBASE-21158	3	4	0	3	1	1	0	0	8
HBASE-21158	4	5	0	3	1	1	0	0	16
HBASE-21158	5	36	1	3	1	1	0	0	27
HBASE-21879	0	1	0	3	1	4	0	0	3
HBASE-21879	1	2	0	3	1	4	0	0	11
HBASE-21879	2	8	0	3	1	4	0	0	15
HBASE-21879	8	9	0	3	1	4	0	0	18
HBASE-21879	9	10	0	3	1	4	0	0	27
HBASE-21879	10	11	0	3	1	4	0	0	31
HBASE-21879	11	13	0	3	1	4	0	0	32
HBASE-21879	13	14	0	3	1	4	0	0	33
HBASE-21879	14	15	0	3	1	4	0	0	34
HBASE-21879	15	16	0	3	1	4	0	0	35
HBASE-21879	16	17	0	3	1	4	0	0	36
HBASE-21879	17	18	0	3	1	4	0	0	38
HBASE-21879	18	19	0	3	1	4	0	0	39
HBASE-21879	19	20	0	3	1	4	0	0	40
HBASE-21879	20	21	0	3	1	4	0	0	41
HBASE-21879	21	22	0	3	1	4	0	0	42
HBASE-21879	22	23	0	3	1	4	0	0	44
HBASE-21879	23	24	0	3	1	4	0	0	46
HBASE-21879	24	25	0	3	1	4	0	0	47
HBASE-21879	25	26	0	3	1	4	0	0	48
HBASE-21879	26	27	0	3	1	4	0	0	49
HBASE-21879	27	28	0	3	1	4	0	0	51
HBASE-21879	28	29	0	3	1	4	0	0	53
HBASE-21879	29	30	0	3	1	4	0	0	54
HBASE-21879	30	31	0	3	1	4	0	0	55
HBASE-21879	31	32	0	3	1	4	0	0	56
HBASE-21879	32	33	0	3	1	4	0	0	57
HBASE-21879	33	34	0	3	1	4	0	0	58
HBASE-21879	34	35	0	3	1	4	0	0	59
HBASE-21879	35	36	0	3	1	4	0	0	60
HBASE-21879	36	37	0	3	1	4	0	0	61
HBASE-21879	37	38	0	3	1	4	0	0	62
HBASE-21879	38	39	0	3	1	4	0	0	63
HBASE-21879	39	40	0	3	1	4	0	0	64
HBASE-21879	40	41	0	3	1	4	0	0	65
HBASE-21879	41	42	0	3	1	4	0	0	66
HBASE-21879	42	43	0	3	1	4	0	0	67
HBASE-21879	43	44	0	3	1	4	0	0	68
HBASE-21879	44	45	0	3	1	4	0	0	70
HBASE-21879	45	46	0	3	1	4	0	0	71
HBASE-21879	46	47	0	3	1	4	0	0	72
HBASE-21879	47	48	0	3	1	4	0	0	73
HBASE-21879	48	49	0	3	1	4	0	0	75
HBASE-21879	49	50	0	3	1	4	0	0	76
HBASE-21879	50	51	0	3	1	4	0	0	78
HBASE-21879	51	52	0	3	1	4	0	0	80
HBASE-21879	52	53	0	3	1	4	0	0	81
HBASE-21879	53	54	0	3	1	4	0	0	82
HBASE-21879	54	55	0	3	1	4	0	0	83
HBASE-21879	55	56	0	3	1	4	0	0	84
HBASE-21879	56	57	0	3	1	4	0	0	86
HBASE-21879	57	58	0	3	1	4	0	0	88
HBASE-21879	58	59	0	3	1	4	0	0	89
HBASE-21879	59	60	0	3	1	4	0	0	90
HBASE-21879	60	61	0	3	1	4	0	0	92
HBASE-21879	61	62	0	3	1	4	0	0	93
HBASE-21879	62	63	0	3	1	4	0	0	94
HBASE-21879	63	64	0	3	1	4	0	0	95
HBASE-21879	64	65	0	3	1	4	0	0	96
HBASE-21879	65	66	0	3	1	4	0	0	97
HBASE-21879	66	67	0	3	1	4	0	0	98
HBASE-21879	67	68	0	3	1	4	0	0	99
HBASE-21879	68	69	0	3	1	4	0	0	100
HBASE-21879	69	70	0	3	1	4	0	0	102
HBASE-21879	70	71	0	3	1	4	0	0	103
HBASE-21879	71	72	0	3	1	4	0	0	105
HBASE-21879	72	73	0	3	1	4	0	0	107
HBASE-21879	73	74	0	3	1	4	0	0	109
HBASE-21879	74	75	0	3	1	4	0	0	110
HBASE-21879	75	76	0	3	1	4	0	0	111
HBASE-21879	76	77	0	3	1	4	0	0	112
HBASE-21879	77	78	0	3	1	4	0	0	113
HBASE-21879	78	79	0	3	1	4	0	0	114
HBASE-21879	79	80	0	3	1	4	0	0	115
HBASE-21879	80	81	0	3	1	4	0	0	116
HBASE-21879	81	82	0	3	1	4	0	0	117
HBASE-21879	82	83	0	3	1	4	0	0	118
HBASE-21879	83	84	0	3	1	4	0	0	119
HBASE-21879	84	85	0	3	1	4	0	0	121
HBASE-21879	85	86	0	3	1	4	0	0	122
HBASE-21879	86	87	0	3	1	4	0	0	124
HBASE-21879	87	88	0	3	1	4	0	0	125
HBASE-21879	88	89	0	3	1	4	0	0	126
HBASE-21879	89	90	0	3	1	4	0	0	127
HBASE-21879	90	92	0	3	1	4	0	0	128
HBASE-21879	92	93	0	3	1	4	0	0	129
HBASE-21879	93	94	0	3	1	4	0	0	130
HBASE-21879	94	98	0	3	1	4	0	0	131
HBASE-2804	0	3	0	3	0	2	0	0	2
HBASE-2804	3	17	0	3	0	2	0	0	3
HBASE-2804	17	98	0	3	0	2	0	0	4
HBASE-2804	98	346	0	3	0	2	0	0	6
HBASE-2804	346	3114	1	3	0	2	0	0	7
HBASE-22166	0	47	0	4	1	1	0	0	1
HBASE-7482	0	7	0	2	0	1	0	0	1
HBASE-7482	7	15	0	3	0	1	1	0	2
HBASE-7482	15	50	0	3	1	1	1	0	3
HBASE-7482	50	61	0	2	1	1	1	0	3
HBASE-7482	61	62	0	2	1	1	1	0	6
HBASE-7482	62	63	0	2	1	1	1	0	8
HBASE-7482	63	64	0	2	1	1	1	0	9
HBASE-7482	64	65	0	2	1	1	1	0	12
HBASE-7482	65	68	0	2	1	1	1	0	14
HBASE-7482	68	69	0	2	1	1	1	0	15
HBASE-7482	69	70	1	2	1	1	1	0	18
HBASE-9455	0	1	1	4	1	1	0	0	3
HBASE-20256	0	1	0	3	0	7	0	0	1
HBASE-20256	1	6	0	3	1	7	0	0	8
HBASE-20256	6	12	0	3	1	7	0	0	11
HBASE-20256	12	13	1	3	1	7	0	0	16
HBASE-12394	0	1	0	3	0	4	0	0	2
HBASE-12394	1	3	0	3	0	4	0	0	3
HBASE-12394	3	6	0	3	0	4	0	1	9
HBASE-12394	6	7	0	3	0	4	0	1	11
HBASE-12394	7	10	0	3	0	4	0	1	13
HBASE-12394	10	12	0	3	0	4	0	1	15
HBASE-12394	12	13	0	3	0	4	0	1	17
HBASE-12394	13	14	0	3	0	4	0	1	21
HBASE-12394	14	1663	0	3	0	4	0	1	23
HBASE-7849	0	362	0	3	0	4	0	1	1
HBASE-7849	362	363	1	3	1	4	0	1	3
HBASE-18295	0	3	0	1	1	7	0	0	1
HBASE-18295	3	4	0	1	1	7	0	1	9
HBASE-18295	4	5	0	1	1	7	0	1	19
HBASE-18295	5	6	0	1	1	7	0	1	24
HBASE-18295	6	7	0	1	1	7	0	1	33
HBASE-18295	7	9	0	1	1	7	0	1	39
HBASE-18295	9	10	0	1	1	7	0	1	43
HBASE-18295	10	11	0	1	1	7	0	1	46
HBASE-18295	11	12	1	1	1	7	0	1	53
HBASE-20593	0	1	1	3	1	3	0	0	6
HBASE-7388	0	2	1	3	1	7	0	0	4
HBASE-8899	0	1	0	4	1	1	0	0	2
HBASE-8899	1	3	0	4	1	1	0	0	12
HBASE-8899	3	4	0	4	1	1	0	0	17
HBASE-8899	4	25	1	4	1	1	0	0	19
HBASE-10966	0	1	0	5	1	1	0	0	3
HBASE-10966	1	2	0	5	1	1	0	0	4
HBASE-10966	2	3	0	5	1	1	0	0	5
HBASE-10966	3	4	1	5	1	1	0	0	6
HBASE-11988	0	1	0	2	1	1	1	0	11
HBASE-11988	1	2	0	2	1	1	1	0	24
HBASE-11988	2	3	0	2	1	1	1	0	29
HBASE-11988	3	4	1	2	1	1	1	0	31
HBASE-17009	0	1	0	2	1	3	1	0	3
HBASE-17009	1	929	0	2	1	3	1	0	4
HBASE-1286	0	1	0	3	0	2	0	0	1
HBASE-1286	1	2	0	3	0	2	0	0	8
HBASE-1286	2	7	0	3	0	2	0	0	12
HBASE-1286	7	43	0	3	0	2	0	0	13
HBASE-1286	43	44	1	3	0	2	0	0	14
HBASE-15497	0	20	0	4	0	1	0	0	1
HBASE-15497	20	531	0	4	0	1	0	0	2
HBASE-15497	531	532	1	4	1	1	0	0	5
HBASE-11270	0	1818	0	3	0	4	0	0	1
HBASE-20502	0	1	0	3	1	1	0	0	5
HBASE-20502	1	11	0	1	1	1	1	0	6
HBASE-20502	11	61	0	1	1	7	1	0	8
HBASE-20502	61	68	1	1	1	7	1	0	9
HBASE-4674	0	4	0	1	1	1	0	0	1
HBASE-4674	4	6	0	1	1	1	0	0	2
HBASE-4674	6	9	1	1	1	1	0	0	4
HBASE-7824	0	10	0	3	1	1	0	0	1
HBASE-7824	10	11	0	3	1	1	0	0	9
HBASE-7824	11	12	0	3	1	1	0	0	12
HBASE-7824	12	13	0	3	1	1	0	0	16
HBASE-7824	13	14	0	3	1	1	0	0	25
HBASE-7824	14	20	0	3	1	1	0	0	27
HBASE-7824	20	21	0	3	1	1	0	0	40
HBASE-7824	21	22	0	3	1	1	0	0	43
HBASE-7824	22	28	0	3	1	1	0	0	44
HBASE-7824	28	29	0	3	1	1	0	0	45
HBASE-7824	29	30	0	3	1	1	0	0	49
HBASE-7824	30	31	0	3	1	1	0	0	52
HBASE-7824	31	32	0	3	1	1	0	0	54
HBASE-7824	32	51	0	3	1	1	0	0	59
HBASE-7824	51	52	0	3	1	1	0	0	60
HBASE-7824	52	53	0	3	1	1	0	0	66
HBASE-7824	53	54	0	3	1	1	0	0	69
HBASE-7824	54	55	0	3	1	1	0	0	88
HBASE-7824	55	56	0	3	1	1	0	0	92
HBASE-7824	56	57	1	3	1	1	0	0	104
HBASE-868	0	1	0	1	0	1	0	0	4
HBASE-868	1	2	0	1	1	1	0	0	5
HBASE-868	2	3	0	1	1	1	0	0	7
HBASE-868	3	4	1	1	1	1	0	0	13
HBASE-5613	0	1	0	4	1	1	0	0	4
HBASE-5613	1	2	0	4	1	1	0	0	14
HBASE-5613	2	3	1	4	1	1	0	0	29
HBASE-16042	0	1	0	3	1	4	0	0	1
HBASE-16042	1	4	1	3	1	4	0	0	3
HBASE-11249	0	1145	1	4	0	1	0	1	1
HBASE-1462	0	2	0	3	0	1	0	0	1
HBASE-1462	2	3	1	3	1	1	0	0	3
HBASE-21763	0	1	0	4	1	1	0	1	4
HBASE-21763	1	20	0	4	1	1	0	1	5
HBASE-21763	20	28	0	4	1	1	0	1	8
HBASE-21763	28	42	0	4	1	1	0	1	11
HBASE-21763	42	43	0	4	1	1	0	1	14
HBASE-21763	43	83	0	4	1	1	0	1	17
HBASE-21763	83	89	1	4	1	1	0	1	18
HBASE-7977	0	24	0	3	1	4	0	0	2
HBASE-7977	24	25	0	3	1	4	0	0	9
HBASE-7977	25	27	1	3	1	4	0	0	10
HBASE-1007	0	2	0	3	0	1	0	0	1
HBASE-1007	2	183	1	3	0	1	0	0	2
HBASE-2507	0	2	0	3	0	4	0	0	2
HBASE-2507	2	11	0	3	0	4	0	0	3
HBASE-2507	11	12	0	3	0	4	0	0	4
HBASE-2507	12	220	0	3	0	4	0	0	7
HBASE-2507	220	405	0	3	0	4	0	0	8
HBASE-2507	405	1806	1	3	0	4	0	0	9
HBASE-11248	0	1	0	4	0	1	0	0	1
HBASE-11248	1	2	0	4	1	1	0	0	1
HBASE-11248	2	3	1	4	1	1	0	0	2
HBASE-6448	0	897	0	3	0	1	0	0	1
HBASE-6448	897	899	1	3	0	1	0	0	2
HBASE-300	0	1	1	3	0	1	0	0	1
HBASE-5959	0	1	0	3	1	2	0	0	1
HBASE-5959	1	3	0	3	1	2	0	0	3
HBASE-5959	3	4	0	3	1	2	0	0	7
HBASE-5959	4	6	0	3	1	2	0	0	12
HBASE-5959	6	7	0	3	1	2	0	0	19
HBASE-5959	7	8	0	3	1	2	0	0	35
HBASE-5959	8	9	0	3	1	2	0	0	41
HBASE-5959	9	15	0	3	1	2	0	0	44
HBASE-5959	15	16	0	3	1	2	0	0	48
HBASE-5959	16	18	0	3	1	2	0	0	49
HBASE-5959	18	20	0	3	1	2	0	0	50
HBASE-5959	20	21	0	3	1	2	0	0	51
HBASE-5959	21	22	1	3	1	2	0	0	58
HBASE-16242	0	1	0	3	0	3	0	0	1
HBASE-16242	1	333	0	3	0	3	0	0	6
HBASE-16242	333	334	0	3	1	3	0	0	11
HBASE-16242	334	336	1	3	1	7	0	0	13
HBASE-2751	0	99	0	4	0	4	0	0	3
HBASE-2751	99	122	0	4	0	4	0	0	4
HBASE-2751	122	1451	1	4	0	4	0	0	6
HBASE-4630	0	1	0	3	0	1	0	0	1
HBASE-4630	1	1270	1	3	0	1	0	0	3
HBASE-9819	0	1	0	3	0	3	0	0	1
HBASE-9819	1	2	0	3	1	3	0	0	6
HBASE-9819	2	3	1	3	1	3	0	0	10
HBASE-14718	0	1	1	2	1	6	1	0	10
HBASE-11924	0	209	1	4	0	2	0	0	1
HBASE-1876	0	5	0	2	0	1	0	0	2
HBASE-1876	5	15	0	2	0	1	0	0	5
HBASE-1876	15	46	0	2	0	1	0	0	6
HBASE-1876	46	73	0	2	0	1	0	0	9
HBASE-1876	73	75	0	2	0	1	0	0	10
HBASE-1876	75	246	0	2	0	1	0	0	11
HBASE-1876	246	247	0	2	0	1	0	0	12
HBASE-1876	247	289	0	2	0	1	0	0	15
HBASE-1876	289	290	1	2	1	1	0	0	16
HBASE-6086	0	1	1	3	1	7	0	0	3
HBASE-19507	0	1	0	3	0	1	0	0	4
HBASE-19507	1	2	1	3	1	1	0	0	11
HBASE-20476	0	2	0	3	1	1	0	0	2
HBASE-20476	2	3	0	3	1	1	0	0	3
HBASE-20476	3	4	0	3	1	1	0	0	5
HBASE-20476	4	5	0	3	1	1	0	0	21
HBASE-20476	5	9	1	3	1	1	0	0	27
HBASE-18847	0	1	0	2	1	4	1	1	6
HBASE-18847	1	2	0	2	1	1	1	1	7
HBASE-18847	2	3	1	2	1	1	1	1	8
HBASE-11857	0	1	0	1	1	1	1	0	3
HBASE-11857	1	2	1	1	1	1	1	0	9
HBASE-12330	0	165	1	4	0	2	0	0	1
HBASE-9767	0	1	0	3	0	4	0	0	1
HBASE-9767	1	2	0	3	1	4	0	0	4
HBASE-9767	2	3	0	3	1	4	0	0	5
HBASE-9767	3	6	0	3	1	4	0	0	9
HBASE-9767	6	9	1	3	1	4	0	0	10
HBASE-22202	0	2	1	3	0	1	0	0	1
HBASE-16323	0	388	1	3	0	7	0	0	1
HBASE-15508	0	1	0	4	1	4	0	0	6
HBASE-15508	1	2	0	4	1	4	0	0	8
HBASE-15508	2	3	0	4	1	4	0	0	21
HBASE-15508	3	7	1	4	1	4	0	0	23
HBASE-759	0	99	0	3	0	1	0	0	3
HBASE-759	99	868	1	3	0	1	0	0	4
HBASE-20826	0	1	0	3	1	4	0	0	10
HBASE-20826	1	4	1	3	1	4	0	0	14
HBASE-11269	0	10	1	5	0	1	0	0	1
HBASE-13970	0	1	0	3	1	1	0	0	10
HBASE-13970	1	6	0	3	1	1	0	0	16
HBASE-13970	6	7	1	3	1	1	0	0	17
HBASE-10839	0	1	1	2	1	1	0	0	6
HBASE-4426	0	1194	1	3	0	4	0	0	2
HBASE-3474	0	2	0	3	0	4	0	0	1
HBASE-3474	2	3	0	3	0	4	0	0	5
HBASE-3474	3	7	0	3	0	4	0	0	6
HBASE-3474	7	9	0	3	0	4	0	0	7
HBASE-3474	9	10	0	3	0	4	0	0	8
HBASE-3474	10	52	0	3	0	4	0	0	9
HBASE-3474	52	55	0	3	0	4	0	0	10
HBASE-3474	55	56	0	3	0	4	0	0	11
HBASE-3474	56	57	0	3	0	4	0	0	13
HBASE-3474	57	58	1	3	0	4	0	0	14
HBASE-11061	0	1	0	3	1	1	0	0	2
HBASE-11061	1	3	0	3	1	1	0	0	4
HBASE-11061	3	5	1	3	1	1	0	0	5
HBASE-14815	0	1	0	3	1	1	0	0	4
HBASE-14815	1	2	0	3	1	1	0	0	6
HBASE-14815	2	3	1	3	1	1	0	1	7
HBASE-19421	0	1	1	3	1	1	0	1	8
HBASE-21027	0	1	0	3	1	3	0	0	5
HBASE-21027	1	2	0	3	1	3	0	0	9
HBASE-21027	2	23	1	3	1	3	0	0	10
HBASE-20845	0	1	0	3	1	4	0	0	2
HBASE-20845	1	2	0	3	1	4	0	0	8
HBASE-20845	2	34	1	3	1	4	0	0	9
HBASE-4441	0	184	0	3	0	2	0	0	2
HBASE-4441	184	563	0	3	0	2	0	0	3
HBASE-4441	563	1433	1	3	0	2	0	0	4
HBASE-1182	0	34	0	3	1	7	0	0	1
HBASE-1182	34	70	0	3	1	7	0	0	3
HBASE-1182	70	112	0	3	1	7	0	0	4
HBASE-1182	112	123	1	3	0	7	0	0	5
HBASE-19060	0	1	1	2	1	1	0	1	4
HBASE-2036	0	1	0	3	0	4	0	0	2
HBASE-2036	1	2	0	3	0	4	0	0	5
HBASE-2036	2	4	0	3	0	4	0	0	6
HBASE-2036	4	5	0	3	0	4	0	0	13
HBASE-2036	5	8	0	3	0	4	0	0	16
HBASE-2036	8	19	0	3	0	4	0	0	17
HBASE-2036	19	21	1	3	0	4	0	0	18
HBASE-20540	0	94	0	3	0	5	0	0	3
HBASE-20540	94	164	0	3	0	5	0	0	4
HBASE-20540	164	169	1	3	0	5	0	0	5
HBASE-2650	0	1	0	3	0	3	0	0	1
HBASE-2650	1	35	0	3	0	3	0	0	2
HBASE-2650	35	42	0	3	0	3	0	0	3
HBASE-2650	42	49	0	3	0	3	0	0	4
HBASE-2650	49	50	0	3	0	3	0	0	6
HBASE-2650	50	54	0	3	0	3	0	0	8
HBASE-2650	54	126	0	3	0	3	0	0	10
HBASE-2650	126	151	1	3	1	3	0	0	10
HBASE-10645	0	100	0	5	0	1	0	1	2
HBASE-10645	100	143	0	5	0	1	0	1	4
HBASE-10645	143	145	1	3	0	1	1	1	5
HBASE-8128	0	1	1	5	1	1	0	0	3
HBASE-17762	0	1	0	3	1	3	0	0	10
HBASE-17762	1	112	0	3	1	3	0	0	12
HBASE-17762	112	763	1	3	1	3	0	0	13
HBASE-1907	0	1	1	3	1	4	0	0	2
HBASE-9134	0	3	0	3	0	7	0	0	1
HBASE-9134	3	8	1	2	0	7	1	0	1
HBASE-724	0	1	0	3	1	1	0	0	8
HBASE-724	1	43	1	3	1	1	0	0	9
HBASE-5090	0	12	0	3	0	4	0	0	1
HBASE-5090	12	13	0	3	0	4	0	0	9
HBASE-5090	13	1206	1	3	0	4	0	0	10
HBASE-16541	0	1	0	5	0	4	0	0	2
