,Count,priority,issuetype,is_assigned,comment_count,link_count,affect_count,fix_count,has_priority_change,has_desc_change,has_fix_change,reporter_rep,assignee_workload
63967,1,*1,7,1,  1,  2, 0, 0,1, 0,0,0.70512821,27
64029,1,*1,7,1,  1,  1, 0, 0,1, 0,0,0.70512821,27
64036,1,3,*3,1, 16,  0, 0, 1,0, 0,1,0.69960474,25
64089,1,3,*2,1,  3,  0, 0, 0,0, 0,0,0.71428571,33
64174,1,*2,1,1,  6,  1, 1, 0,0, 0,0,0.68985507,10
64176,1,*2,1,1,  4,  1, 1, 1,0, 0,1,0.79047619,46
64178,1,*2,1,1,  4,  1, 1, 1,0, 0,1,0.79047619,42
64193,4,*1,1,1,* 21,  2, 0,* 3,0, 0,*1,0.33333333,20
64240,1,3,*2,1, 17,  2, 0, 1,0, 1,1,0.78833107,42
64409,5,3,*7,1,*  8,  0, 0,* 2,0, 0,1,*0.58064516,*10
64410,9,3,*7,1,*  8,*  1,* 0,* 2,0,* 0,*1,*0.56250000,*10
64411,6,3,*7,1,  8,*  1,* 0,* 2,0, 0,1,*0.51428571,*10
64412,9,3,*7,1,*  8,*  1,* 0,* 2,0,* 0,*1,*0.50000000,*10
64416,8,3,*7,1,* 11,*  1,* 0,* 2,0, 0,*1,*0.54054054,* 7
64417,3,3,*7,1, 12,  1, 0,* 2,0, 0,1,*0.54054054, 7
64418,6,3,*7,1, 13,*  1, 0,* 2,0, 0,*1,*0.54054054,* 7
64458,1,4,4,1, 18,  1, 1, 1,*1, 0,1,0.45454545, 2
64526,2,3,*4,1,  3,  2, 0, 1,0, 0,*2,0.62101911,25
64542,1,*1,4,1, 52,  3, 0, 1,1, 0,2,0.64490862, 6
64607,1,*5,1,1,  5,  1, 0, 1,0, 0,1,0.50000000, 1
64627,1,3,*2,1,  6,  0, 1, 1,0, 0,1,0.55555556, 1
65356,2,3,*7,1, 11,  0, 0, 1,0, 0,*4,0.66545455,13
65360,1,3,7,1, 11,  0, 0, 1,0, 0,*4,0.66461538,13
65513,1,4,*2,1, 24,  0, 0, 1,0, 1,1,0.66666667, 1
65596,1,3,*3,1, 13,  0, 1, 1,0, 0,1,0.70656371,25
65667,1,4,*3,1,  4,  0, 0, 1,0, 0,1,0.77966102,18
65771,1,3,*3,1,  9,  3, 0, 2,0, 0,1,0.40740741, 2
65774,1,3,*3,1, 12,  4, 0, 1,0, 0,2,0.42352941, 2
65782,1,3,*3,1, 22,  4, 0, 1,0, 0,2,0.44791667, 2
65793,1,3,*3,1, 68,  4, 0, 1,0, 0,2,0.44791667,29
65892,1,3,*2,1, 44,  2, 0, 1,0, 0,1,0.90336134, 1
66078,1,3,*2,1,  4,  0, 1, 1,0, 0,1,0.60317460,19
66093,1,*5,1,1,  4,  0, 1, 1,0, 0,1,0.60000000, 5
66177,1,3,*2,1, 19,  0, 1, 1,0, 0,1,0.33333333, 1
66193,1,*5,1,1,  4,  0, 0, 1,1, 0,1,0.78220452,45
66667,1,3,*3,1,  4,  0, 0, 1,0, 1,1,0.79508197,16
66767,1,*5,1,1,  4,  0, 0, 1,0, 0,1,0.80000000, 2
66772,1,*5,1,1,  4,  0, 0, 1,0, 0,1,0.80000000, 2
66775,1,*5,1,1,  4,  0, 0, 1,0, 0,1,0.40000000, 3
66861,1,*1,1,1,  5,  0, 0, 0,0, 0,0,0.80000000,41
66889,1,*2,7,1,  1,  2, 0, 1,0, 0,1,0.68303571,22
66901,1,3,*6,1,  8,  1, 0, 1,0, 0,1,0.84042553,10
67031,1,3,*2,1, 25,  1, 1, 1,0, 0,1,0.50955414, 1
67178,1,3,1,1, 20,  1, 0, 1,0, 0,1,0.70000000,* 1
67373,1,4,4,1, 27,  0, 1, 1,*1, 0,1,0.75000000,24
67657,1,3,*2,1,  6,  0, 1, 1,0, 0,1,0.81081081,30
67756,1,3,*3,1, 22,  0, 0, 1,0, 0,1,0.79285714,22
67886,3,3,*2,1, 15,  0, 1, 2,*1, 1,1,*0.20000000, 2
68634,1,*4,1,1,  3,  0, 2, 1,0, 0,1,0.56250000, 4
68757,1,3,1,*0,  9,  0, 1, 0,0, 1,0,0.77018634,33
68788,1,3,*2,1,  2,  3, 0, 0,0, 0,0,0.52112676, 4
68794,1,*2,4,1,  6,  0, 0, 0,0, 0,0,0.81045752,39
68913,1,*5,1,1,  3,  0, 0, 1,1, 0,1,0.72340426, 7
69035,1,2,1,1, 29,  0, 0, 2,1,* 3,1,0.50000000,10
69038,1,3,1,1,  2,  3, 0, 0,0, 0,0,*0.20000000, 4
69085,1,4,*6,1,  6,  0, 0, 1,0, 0,1,0.84210526,12
69149,1,3,*6,1,  8,  0, 1, 1,0, 0,1,0.83333333, 3
69259,5,3,1,1,  9,  0,* 1,* 4,0, 0,*1,*0.50000000,* 1
69516,1,3,*2,1, 11,  1, 0, 1,0, 1,1,0.70967742, 2
69528,2,3,*4,1, 11,  1, 1, 1,0,* 1,1,0.81844380,40
69529,1,3,*4,1, 13,  1, 1, 1,0, 1,1,0.81844380,40
69530,3,3,*4,1, 13,  1,* 1, 1,0,* 1,1,0.82905983,40
69925,1,3,4,*0,  1,  1, 1, 0,0, 0,0,0.76419214,32
70253,1,*2,1,1,  4,  0, 1, 0,0, 1,0,0.80813953, 2
70278,1,*2,1,1,  2,  2, 1, 1,0, 1,1,0.81666667, 5
70537,1,3,4,1, 43,  6, 0, 1,0, 0,*1,0.71317829,41
70894,1,*5,1,1,  7,  1, 2, 1,0, 0,1,0.66666667, 7
71237,2,3,*3,1,* 69, 17, 1, 1,0, 1,1,0.87872340,13
71270,1,2,1,1,  2,  1, 1, 0,*2, 0,1,0.59183673,14
71278,1,4,*6,1,  6,  0, 1, 1,1, 0,1,0.71428571, 5
71284,1,4,4,1, 10,  0, 1, 1,*1, 0,0,0.71428571, 5
71519,1,4,*6,1,  6,  0, 0, 1,0, 0,1,0.80000000,16
71752,1,4,*3,1,  5,  0, 1, 1,0, 0,1,0.65517241,10
71790,1,3,1,1,  5,  0, 5,* 1,0, 0,1,0.82658960,19
72600,1,*5,1,1,  4,  0, 1, 1,0, 0,0,0.54545455, 6
72872,1,*1,1,1, 10,  2, 0, 2,0, 0,1,0.77904040,41
73132,1,2,1,1,  8,  0, 1, 1,0, 0,1,*0.16666667, 8
73436,1,4,*3,1, 20,  0, 0, 1,0, 0,1,0.80158730,15
73596,1,3,4,1,  2,  1, 0, 0,0, 0,0,*0.21739130, 6
73700,1,4,4,*0,  4,  1, 1, 0,0, 0,0,0.50000000, 2
73754,1,3,*6,1, 28,  0, 0, 1,0, 0,1,0.50000000, 1
73837,2,*1,1,1,  7,  1, 0, 1,*1, 0,1,0.78428928,42
73838,2,*1,1,1,  7,  1, 0, 1,*1, 0,1,0.78428928,41
74238,1,*2,1,1,  3,  0, 0, 0,0, 0,0,0.81415929,38
74369,1,3,*2,1,  1,  2, 0, 0,0, 0,0,0.67346939,83
74390,1,3,*3,1,  1,  0, 1, 1,0, 0,1,0.87815126,21
74799,1,3,*2,1, 15,  2, 1, 1,0, 0,1,0.79180887,27
